Year,Month,Amount,Term,Zip,CreateJob,NoEmp,RealEstate,RevLineCr,UrbanRural,Default
2004,11,18000,37,92557,0,3,0,1,2,1
1994,4,25000,120,94509,0,2,0,0,0,0
2004,8,477000,300,92127,0,12,1,0,2,0
2004,8,17000,31,91942,0,1,0,1,2,1
2004,1,185000,84,90040,0,2,0,1,2,0
2004,4,128889,71,92009,0,2,0,1,2,0
1994,12,250000,60,92071,0,8,0,0,0,0
2004,2,50000,84,93446,0,3,0,0,2,0
1994,7,426000,300,91101,0,10,1,0,0,0
2004,10,591000,240,95815,0,107,1,0,2,0
2004,5,5000,40,91910,2,2,0,0,0,1
2004,10,207000,240,91006,6,4,1,0,2,0
2004,8,95500,25,95125,1,2,0,1,2,1
2004,6,10000,84,90405,0,2,0,1,2,0
2004,1,176000,240,92110,4,1,1,0,2,0
2004,9,5000,84,93225,1,2,0,0,0,0
2004,12,1298000,240,92126,15,85,1,0,2,0
2004,8,517000,240,92064,2,6,1,0,2,0
2004,6,281643,120,91706,0,3,0,0,2,0
2004,7,25000,60,93101,1,1,0,0,2,0
2004,10,20000,33,92604,0,1,0,1,2,0
2004,5,312000,45,94116,0,8,0,0,2,1
2004,5,75000,12,92106,0,2,0,1,2,0
2004,12,50000,17,91364,2,3,0,0,2,1
2004,1,42000,84,91792,0,2,0,1,2,0
2004,12,460000,84,95662,0,11,0,1,2,0
2004,11,750000,300,91724,0,3,1,0,2,0
2004,2,100000,12,90701,2,13,0,1,2,0
2004,5,824000,240,91601,4,7,1,0,2,0
2004,1,931000,240,95008,10,18,1,0,2,0
2004,9,498000,260,90241,0,1,1,0,2,0
2004,12,8165,84,92009,0,2,0,0,2,0
2004,5,472500,216,93901,0,3,0,0,2,1
2004,3,50000,84,91602,1,1,0,1,2,0
2004,7,15000,72,90043,0,1,0,1,2,0
2004,1,150000,96,95696,0,19,0,0,2,0
2004,2,5000,84,90067,0,1,0,1,2,0
2004,3,50000,84,92887,1,6,0,0,2,0
2004,7,27626,82,94564,0,2,0,1,2,0
2004,2,175000,240,94607,5,6,1,0,2,0
2004,1,721000,240,91352,6,2,1,0,2,0
2004,12,10000,84,92630,0,1,0,1,2,0
2004,3,25000,84,93561,0,4,0,0,1,0
2004,5,216429,8,95209,1,3,0,1,2,1
2004,3,252000,120,90066,0,6,0,0,2,0
2004,8,270000,294,90201,3,3,1,0,2,0
2004,7,31500,84,92131,0,19,0,1,2,0
2004,5,700000,120,90031,0,8,0,0,2,0
2004,3,187500,300,94511,0,6,1,0,2,0
2004,1,30390,84,91605,3,20,0,1,2,0
2004,10,371000,240,92701,10,20,1,0,2,0
2004,3,75000,120,91750,0,3,0,0,2,0
2004,11,200000,84,93308,1,7,0,1,2,0
2004,8,13200,32,92506,5,5,0,1,2,1
2004,2,10000,36,94591,0,4,0,1,2,1
2004,12,10000,84,92126,0,1,0,1,2,0
2004,4,140000,300,96130,2,4,1,0,2,0
2004,5,756000,240,91367,100,600,1,0,2,0
2004,12,100645,36,90045,5,2,0,1,2,1
2004,11,1001000,240,92592,27,3,1,0,2,0
2004,7,314300,300,95624,4,12,1,0,2,0
2004,12,249000,240,95863,11,9,1,0,2,0
2004,3,100000,60,91775,1,2,0,0,2,0
2004,8,77377,84,91789,0,3,0,1,2,0
2004,7,49950,58,91306,0,5,0,0,2,1
2004,6,25000,56,91942,0,1,0,1,2,1
2004,1,50000,84,90010,0,5,0,1,2,0
2004,4,40000,36,91730,6,26,0,1,2,0
2004,10,22000,27,90670,0,1,0,0,2,1
2004,4,50000,52,91606,0,5,0,1,2,1
2004,7,69451,84,92335,0,10,0,1,2,0
2004,8,1132000,240,95014,5,110,1,0,2,0
2004,11,10000,84,92807,0,1,0,1,2,0
2004,5,500000,300,90802,2,2,1,0,2,0
2004,12,800000,300,91504,0,14,1,0,2,0
2004,2,14500,84,92648,0,1,0,1,2,0
2004,1,75318,84,92660,0,3,0,1,2,0
2004,5,902000,300,94523,4,2,1,0,2,0
2004,9,924000,300,91104,0,6,1,0,2,0
2004,2,470000,240,95035,0,4,1,0,2,0
2004,12,480200,300,90028,0,1,1,0,2,0
2004,9,226612,1,96161,1,10,0,1,2,1
2004,10,53619,82,92701,0,4,0,1,2,0
2004,6,420000,208,94547,0,2,0,0,2,1
2004,10,80000,60,91104,0,3,0,1,2,0
2004,4,567000,300,95128,0,10,1,0,2,0
2004,1,371000,300,96145,3,3,1,0,2,0
2004,8,50000,84,90230,0,2,0,1,2,0
2004,5,55000,84,92677,0,4,0,1,2,0
2004,12,76609,19,91773,0,2,0,1,2,1
2004,10,527000,240,91913,2,5,1,0,2,0
2004,9,99000,38,92626,0,8,0,0,2,1
2004,9,158000,240,95102,4,11,1,0,2,0
2004,3,45000,84,93065,0,3,0,1,2,0
2004,3,539100,300,92648,0,25,1,0,2,0
2004,6,25000,1,93063,0,6,0,0,1,1
2004,6,20000,84,91364,0,2,0,1,2,0
2004,8,309000,120,93063,4,8,0,0,2,0
2004,7,188000,240,95831,3,1,1,0,2,0
2004,8,1467000,300,92260,3,15,1,0,2,0
2004,6,1656500,217,96145,2,4,0,0,2,1
2004,6,1080000,300,95126,8,2,1,0,2,0
2004,3,100000,84,92103,4,14,0,1,2,0
2004,7,91075,59,95661,2,58,0,1,2,0
2004,7,1423700,300,90260,0,20,1,0,2,0
2004,2,50000,38,95949,0,1,0,1,2,1
2004,6,269200,120,92660,0,39,0,0,2,0
2004,3,160000,84,92844,0,1,0,0,2,0
2004,2,1300000,240,92614,25,40,1,0,2,0
2004,1,1022400,120,92037,0,15,0,0,2,0
2004,8,144000,300,92685,0,11,1,0,2,0
2004,10,305000,240,94560,3,7,1,0,2,0
2004,6,60000,60,95051,0,2,0,0,2,0
2004,4,10000,84,91724,0,7,0,1,2,0
2004,9,231921,41,92553,0,12,0,1,2,1
2004,11,50000,84,90746,0,2,0,1,2,0
2004,1,461000,300,90019,0,8,1,0,2,0
2004,10,50000,36,92692,0,2,0,1,2,0
2004,5,10500,84,93613,0,1,0,1,2,0
2004,2,47179,84,95822,1,1,0,1,2,0
2004,5,269000,240,95112,4,11,1,0,2,0
2004,7,10215,36,92313,0,1,0,1,2,0
2004,8,20000,84,91776,3,4,0,1,2,0
2004,3,463500,120,92020,0,11,0,0,2,0
1994,4,110000,120,92103,0,5,0,0,0,0
2004,12,10000,27,95350,0,1,0,0,2,1
2004,3,50000,84,93101,0,2,0,0,2,0
2004,4,226268,22,94901,5,10,0,1,2,1
2004,5,10000,84,91910,0,1,0,1,2,0
2004,3,20186,16,92692,0,1,0,1,2,1
2004,12,536000,240,92069,25,130,1,0,2,0
2004,9,429000,300,90254,0,3,1,0,2,0
2004,3,50000,84,94558,0,7,0,1,2,0
2004,9,50000,29,93306,0,1,0,0,2,1
2004,3,50000,67,90638,0,4,0,1,2,1
2004,4,65000,12,90250,0,4,0,1,2,0
2004,1,70000,60,92508,0,3,0,1,2,0
2004,10,206557,84,90038,3,2,0,0,1,0
2004,3,130000,300,96093,0,6,1,0,1,0
2004,12,536000,240,92705,10,30,1,0,2,0
2004,11,145225,77,90038,3,2,0,1,1,0
2004,11,5000,84,95127,3,1,0,0,2,0
2004,6,37333,60,95492,1,2,0,0,2,0
2004,6,621000,300,94086,0,5,1,0,2,0
2004,6,155000,192,90601,0,6,0,0,2,0
2004,3,50000,84,92130,1,5,0,1,2,0
1995,8,45000,84,93257,0,4,0,0,0,0
1995,2,273000,300,81301,0,22,1,0,0,0
2004,9,1340000,85,91436,0,25,0,0,2,0
1995,5,994600,300,92121,0,8,1,0,0,0
2004,10,1899500,300,94710,19,20,1,0,2,0
2004,10,164502,84,92673,5,2,0,1,2,0
2004,3,45000,84,91745,0,2,0,1,2,0
2004,9,308000,240,95403,6,12,1,0,2,0
2004,4,50000,33,92663,2,12,0,0,2,1
2004,11,50000,60,91342,0,2,0,1,2,0
2004,2,63000,41,95682,2,6,0,1,1,1
2004,11,1340000,300,95404,0,17,1,0,2,0
2004,10,15000,84,94115,0,1,0,1,2,0
2004,11,675000,300,90022,4,16,1,0,2,0
2004,6,294000,300,92277,0,11,1,0,2,0
1995,4,401000,300,95621,0,8,1,0,0,0
2004,1,302400,300,92109,0,1,1,0,2,0
2004,3,208000,240,95817,5,3,1,0,2,0
2004,3,21081,36,90036,1,1,0,1,2,0
2004,6,23611,84,95610,0,1,0,1,2,0
2004,6,450000,300,92620,0,11,1,0,2,0
2004,11,661000,240,92882,2,4,1,0,2,0
2004,1,665000,240,92506,5,20,1,0,2,0
1995,5,45000,48,95118,0,3,0,0,0,0
2004,8,505000,240,92867,8,8,1,0,2,0
2004,12,60014,36,90066,0,1,0,1,2,0
1995,2,500000,300,95825,0,2,1,0,0,0
2004,9,58788,82,94553,0,1,0,1,2,0
2004,6,100000,12,90017,2,2,0,1,2,0
2005,11,675000,300,90015,0,3,1,0,2,0
1995,5,100000,84,93001,0,35,0,0,0,0
2005,1,200000,120,91606,0,5,0,0,2,0
2005,11,130000,60,90804,0,3,0,0,2,0
2005,7,410000,129,94133,0,3,0,0,2,1
2005,8,50000,84,91762,2,7,0,0,2,0
2005,9,35000,84,95608,1,1,0,0,2,0
2005,3,403700,300,90043,4,7,1,0,2,0
2005,11,100000,87,92614,0,1,0,0,2,1
2005,6,100000,24,91344,3,3,0,1,2,0
2005,2,640000,300,91342,5,5,1,0,2,0
2005,12,99340,38,90623,1,2,0,1,2,1
1995,11,100000,60,90006,0,6,0,0,0,0
2005,12,131000,120,91942,12,2,0,0,2,0
2005,6,45300,36,92021,0,1,0,1,2,0
2005,4,299200,270,95330,0,6,1,0,1,0
2005,8,186000,240,92868,4,5,1,0,2,0
2005,2,60000,60,93955,2,2,0,0,1,0
2005,12,652000,300,91780,4,8,1,0,2,0
2005,6,175000,84,95682,0,1,0,0,1,0
2005,7,25000,84,95037,0,1,0,1,2,0
2005,3,239000,240,95624,5,10,1,0,2,0
2005,2,100000,60,91411,1,9,0,0,2,0
2005,12,1300000,240,92666,8,12,1,0,2,0
2005,5,169000,240,95070,2,1,1,0,2,0
1995,2,456000,240,96001,9,70,1,0,0,0
2005,8,5000,84,90061,1,1,0,0,2,0
1995,1,100000,84,92663,0,5,0,0,0,0
2005,12,412000,240,92108,20,195,1,0,2,0
2005,1,549000,300,92804,0,3,1,0,2,0
2005,1,50000,59,92844,2,2,0,1,2,0
1995,11,63000,84,93446,0,1,0,0,0,0
2005,4,1440000,300,95662,0,2,1,0,2,0
2005,5,549000,240,91803,0,535,1,0,2,0
2005,11,889001,82,91411,1,9,0,1,2,0
1995,10,244836,300,92621,0,20,1,0,0,0
1995,5,221164,120,92621,0,15,0,0,0,0
1995,4,156000,300,94804,0,3,1,0,0,0
2005,4,100000,8,91765,4,4,0,0,2,1
2005,12,20000,84,92120,0,4,0,1,2,0
2005,12,639000,300,90066,1,15,1,0,2,0
2005,6,100000,84,92065,0,5,0,0,1,0
2005,9,253000,120,94070,0,2,0,0,2,0
1995,8,96000,84,92101,0,3,0,0,0,0
2005,9,178000,300,92563,1,2,1,0,2,0
2005,6,10000,84,92126,0,1,0,1,2,0
1995,2,41404,84,93930,0,8,0,0,0,0
1995,9,185000,300,92404,0,6,1,0,0,0
1995,4,105000,240,92701,9,13,1,0,0,0
2005,1,667000,240,95834,1,220,1,0,2,0
2005,8,50000,36,90004,2,2,0,0,2,0
1995,2,75000,86,91204,0,2,0,0,0,0
2005,1,704000,219,94014,2,2,0,0,2,1
2005,7,373000,240,91730,7,5,1,0,2,0
2005,10,218300,120,92101,3,8,0,0,2,0
2005,9,388000,240,92586,1,5,1,0,2,0
1995,10,30000,84,91748,0,5,0,0,0,0
2005,11,435000,240,90630,5,15,1,0,2,0
2005,7,400000,84,91367,0,11,0,0,2,0
2005,3,30030,84,90046,2,3,0,1,2,0
2005,9,85000,52,95616,0,3,0,0,2,1
1995,7,100000,120,91362,0,13,0,0,0,0
2005,8,50000,84,91739,0,1,0,0,2,0
2005,11,227000,300,92626,0,7,1,0,2,0
2005,12,56217,28,91403,1,1,0,1,2,1
2005,8,44076,60,90405,0,1,0,1,2,0
1995,2,100000,120,90006,0,1,0,0,0,0
1995,2,336500,288,91977,0,3,1,0,0,0
2005,12,321000,300,95131,1,2,1,0,2,0
2005,10,1512000,240,95131,75,140,1,0,2,0
1995,9,25000,84,94558,0,2,0,0,0,0
2005,4,1234000,240,94588,6,16,1,0,2,0
2005,6,100000,84,92543,0,1,0,1,2,0
2005,10,675000,263,95112,0,2,1,0,2,1
2005,6,21673,31,91203,0,10,0,1,2,1
1996,12,31833,84,92028,0,7,0,0,0,0
2005,9,238000,240,91354,1,3,1,0,2,0
1996,11,119500,84,92543,0,8,0,0,0,0
2005,8,519000,240,90301,12,27,1,0,2,0
2005,6,56960,84,92590,0,2,0,1,2,0
2005,12,250000,84,90505,10,50,0,0,2,0
2005,5,589000,267,94014,2,1,1,0,2,0
2005,4,1999000,240,93648,20,120,1,0,1,0
2005,6,320361,84,90069,0,1,0,1,2,0
2005,10,1525000,111,92595,0,3,0,0,2,1
2005,3,711000,240,91011,3,22,1,0,2,0
1996,7,37000,66,95660,0,4,0,0,0,1
2005,9,593000,240,92083,100,450,1,0,2,0
2005,5,325000,240,90723,11,13,1,0,2,0
2005,3,1256000,240,94580,5,40,1,0,2,0
2005,8,25000,84,95425,0,3,0,1,2,0
2005,3,39500,12,92392,2,1,0,1,2,0
1996,10,18000,85,95521,0,4,0,0,0,0
2005,3,1027000,240,93003,20,327,1,0,2,0
2005,7,1476000,240,93065,0,75,1,0,2,0
2005,2,144000,240,90044,0,1,1,0,2,0
2005,7,750000,120,95747,6,2,0,0,2,0
2005,7,297500,300,90301,0,10,1,0,2,0
2005,5,931000,240,92562,10,10,1,0,2,0
2005,4,294274,84,91502,0,8,0,1,2,0
2005,2,29426,60,94945,0,1,0,1,2,0
2005,8,16679,18,93638,0,1,0,1,2,1
2005,10,78000,60,90503,0,2,0,0,2,0
2005,2,962900,300,91702,5,11,1,0,2,0
2005,1,93000,240,90305,10,6,1,0,2,0
2005,6,853000,240,90230,12,14,1,0,2,0
2005,3,100706,84,90272,0,1,0,1,2,0
2005,2,24338,84,94114,0,1,0,1,2,0
2005,10,676000,240,92069,16,45,1,0,2,0
2005,11,2000000,300,90504,8,20,1,0,2,0
2005,8,76000,12,90014,0,2,0,1,2,0
2005,6,171000,240,95461,10,35,1,0,1,0
2005,4,600000,300,90028,0,5,1,0,2,0
2005,2,101750,19,92103,10,12,0,1,2,1
2005,7,10000,3,91302,10,2,0,0,2,1
2005,11,833000,240,95376,20,50,1,0,1,0
2005,4,241204,38,92692,2,5,0,1,2,1
1996,6,300000,123,95826,0,1,0,0,0,0
2005,2,770000,120,90069,2,2,0,0,2,0
2005,7,595000,168,91901,1,7,0,0,1,0
2005,9,300000,120,91105,50,50,0,0,2,0
2005,11,100880,14,95667,0,3,0,1,1,0
2005,12,37754,84,93612,0,6,0,1,2,0
2005,1,70000,290,95403,0,17,1,0,2,0
2005,2,356778,110,95630,9,1,0,0,2,1
2005,11,54691,84,92037,0,1,0,1,2,0
2005,12,371000,120,95002,0,21,0,0,2,0
1996,11,867000,240,90022,20,70,1,0,0,0
2005,8,39021,71,90041,0,1,0,1,2,0
2005,2,988000,240,91402,35,19,1,0,2,0
2005,8,150000,53,93446,0,5,0,0,1,1
2005,5,228000,240,91723,2,2,1,0,2,0
2005,2,1147500,220,95008,0,9,0,0,2,0
2005,6,88094,1,92660,0,2,0,1,2,1
2005,12,659000,240,92570,6,40,1,0,2,0
2005,10,35000,84,90274,1,2,0,1,2,0
1996,6,100000,84,95132,0,6,0,0,0,0
2005,10,22000,84,92009,0,1,0,1,2,0
2005,3,51272,28,94610,1,5,0,1,2,1
2005,12,679000,300,95112,1,1,1,0,2,0
2005,2,378000,300,94086,6,7,1,0,2,0
2005,12,427000,240,92251,12,13,1,0,1,0
2005,9,1059000,240,91764,15,57,1,0,2,0
2005,6,1283000,240,92618,28,22,1,0,2,0
2005,10,790000,300,94109,0,21,1,0,2,0
2005,6,221000,240,95138,3,5,1,0,2,0
2005,9,68402,84,94015,0,1,0,1,2,0
2005,11,120000,12,90026,0,7,0,1,2,0
2005,12,100635,84,92154,0,4,0,1,2,0
2005,3,264000,84,93923,1,1,0,0,1,0
1996,1,116000,240,95969,2,6,1,0,0,0
2005,2,466981,5,90301,0,5,0,1,2,1
2005,1,16792,25,91101,0,1,0,1,2,1
2005,5,32388,84,96120,0,2,0,1,1,0
2005,5,301740,9,90066,1,4,0,1,2,1
2005,4,1309500,12,92651,2,2,0,1,2,0
2005,12,100000,25,92827,4,7,0,0,2,1
2005,9,43705,1,91744,4,6,0,1,2,1
2005,12,433000,240,92618,9,11,1,0,2,0
2005,8,658500,300,95127,0,8,1,0,2,0
2005,11,81868,23,93518,0,4,0,1,1,1
2005,5,604000,250,90277,0,1,1,0,2,0
2005,11,233000,240,92562,30,650,1,0,2,0
2005,2,950000,227,95135,13,9,0,0,2,1
2005,3,247000,120,93550,0,12,0,0,2,0
2005,5,360000,95,93401,0,9,0,0,1,1
2005,7,50000,84,92653,0,2,0,1,2,0
1996,5,512000,300,92075,0,5,1,0,0,0
2005,6,177008,84,94558,0,1,0,1,2,0
2005,2,125000,96,92103,0,35,0,0,2,0
2005,11,550800,272,91915,2,2,1,0,2,1
2005,4,286000,240,94558,10,13,1,0,2,0
2005,2,372000,240,94523,1,2,1,0,2,0
2005,6,300000,91,92404,4,4,0,0,2,1
2006,4,330000,240,90038,5,11,1,0,2,0
2006,11,921421,260,92110,2,2,1,0,2,1
2006,8,820000,300,90660,0,8,1,0,2,0
2006,7,1046000,240,92101,50,88,1,0,2,0
2006,9,906000,240,95827,25,15,1,0,2,0
2006,3,1152000,240,90240,65,5,1,0,2,0
2006,8,270000,240,92121,20,1,1,0,2,0
2006,5,80000,60,92833,0,2,0,0,2,0
2006,4,29685,55,95356,0,5,0,1,2,1
2006,10,100000,84,90731,0,5,0,0,2,1
2006,6,145800,84,92663,0,2,0,0,1,0
1996,7,200000,84,94403,0,30,0,0,0,0
2006,8,338000,240,95841,9,3,1,0,2,0
2006,11,441000,240,91730,11,11,1,0,2,0
2006,9,150000,84,91405,0,3,0,0,2,0
1996,11,261900,240,92507,0,5,1,0,0,0
2006,4,32774,30,91505,0,4,0,1,2,1
2006,5,502200,300,91710,0,14,1,0,2,0
2006,8,370800,248,90706,0,3,1,0,2,0
2006,10,697500,300,92782,0,4,1,0,2,0
2006,8,50459,84,94541,0,10,0,1,2,0
2006,7,113503,84,92595,1,1,0,1,1,0
2006,1,832500,300,91770,0,5,1,0,2,0
2006,9,60046,56,95361,1,2,0,1,1,1
2006,12,152000,240,95688,4,9,1,0,2,0
2006,6,308500,300,92618,0,1,1,0,2,0
2006,3,1050000,120,92260,0,3,0,0,2,0
2006,12,70871,84,90808,0,1,0,1,2,0
2006,8,353444,60,92618,0,12,0,1,2,0
2006,9,45476,38,65757,0,1,0,1,2,1
1996,7,30000,84,94086,0,2,0,0,0,0
2006,2,78000,82,90302,3,3,0,0,2,0
1996,10,855000,90,94949,0,15,0,0,0,0
1996,10,65000,120,93611,0,6,0,0,0,0
1996,11,75000,96,94019,0,9,0,0,0,0
2006,12,134000,240,95215,2,2,1,0,2,0
2006,9,650000,230,95131,2,3,0,0,2,1
1996,5,172000,120,94002,0,4,0,0,0,0
2006,6,257000,84,94080,5,10,0,0,2,0
2006,3,193729,84,95050,0,3,0,1,2,0
2006,1,10300,60,95014,0,1,0,1,2,0
2006,8,1343000,240,91362,10,20,1,0,2,0
2006,8,541000,240,94403,1,12,1,0,2,0
2006,1,54783,28,91301,1,3,0,1,1,1
2006,11,207000,74,92503,0,7,0,0,2,1
2006,12,150000,180,94901,0,21,0,0,2,0
2006,3,576000,240,95368,17,23,1,0,2,0
2006,12,40000,60,91911,2,6,0,0,2,0
2006,7,23256,84,91911,2,6,0,1,2,0
2006,3,78050,53,91001,18,44,0,1,2,1
2006,1,40986,47,94991,0,1,0,1,2,1
2006,4,15000,84,90808,0,1,0,0,2,0
1996,9,94000,120,92335,0,2,0,0,0,0
2006,1,444000,240,95126,2,4,1,0,2,0
2006,6,100000,60,90404,0,2,0,0,2,0
2006,4,56740,84,92802,0,10,0,1,2,0
2006,3,1000000,59,90045,3,8,0,0,2,1
2006,10,240000,204,95354,3,1,0,0,2,1
2006,9,60000,36,91914,5,5,0,0,2,1
2006,1,1435000,240,92121,4,6,1,0,2,0
2006,11,1215000,276,95126,8,10,1,0,2,0
2006,3,380229,80,93291,2,1,0,1,2,0
2006,8,30300,60,93728,0,1,0,1,2,0
2006,7,339000,240,91910,4,4,1,0,2,0
2006,12,32568,48,93041,0,2,0,1,1,1
2006,5,19984,49,92084,4,1,0,1,2,1
1997,4,500000,84,90501,0,10,0,0,0,0
1997,10,175000,300,92064,0,2,1,0,0,0
1997,5,62221,210,92064,0,2,0,0,0,0
2006,6,25000,42,92130,0,1,0,0,2,1
2006,8,350000,84,90291,25,25,0,0,2,0
1997,4,50000,84,96093,0,1,0,0,0,0
2006,2,49186,84,92595,0,14,0,1,1,0
2006,2,34817,84,92692,0,2,0,1,1,0
1997,3,200000,300,96002,0,1,1,0,0,0
2006,4,15220,45,93662,0,1,0,1,2,1
2006,11,76353,32,92021,0,2,0,1,1,1
2006,9,12950,54,90640,0,2,0,1,2,1
2006,2,105766,84,92618,0,3,0,1,2,0
2006,5,92502,84,91902,0,3,0,1,1,0
2006,10,721000,240,95112,4,6,1,0,2,0
2006,2,1029000,240,91331,8,28,1,0,2,0
2006,6,150000,60,92346,0,5,0,0,2,0
1997,4,99000,300,92021,0,4,1,0,0,0
1997,2,50000,84,93012,0,2,0,0,0,0
1997,1,251150,120,91352,0,3,0,0,0,0
1997,7,35000,60,90068,0,4,0,1,0,0
