Year,Month,Amount,Term,Bank,State,City,Zip,CreateJob,NoEmp,RealEstate,RevLineCr,UrbanRural,Default
2007,February,49546,63,U.S. BANK NATIONAL ASSOCIATION,CA,CONCORD,94521,0,2,No,Y,Urban,1
1998,September,300000,120,CALIFORNIA BANK & TRUST,CA,FRESNO,93706,0,5,No,N,Rural,0
2006,October,74093,48,JPMORGAN CHASE BANK NATL ASSOC,CA,PASADENA,91106,0,1,No,Y,Undefined,1
1998,August,25000,12,BANK OF AMERICA CALIFORNIA N.A,CA,LOS ANGELES,90020,0,2,No,Y,Rural,1
2007,December,30000,84,BANK OF AMERICA NATL ASSOC,CA,FRESNO,93710,1,4,No,Y,Urban,0
2007,October,300000,120,COMMUNITY BANK,CA,MIRA LOMA,92891,1,2,No,N,Urban,0
2007,November,50000,59,BANK OF AMERICA NATL ASSOC,CA,BREA,92821,0,15,No,Y,Urban,1
1998,August,134000,300,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92116,0,1,Yes,N,Rural,0
2007,September,100000,55,CAPITAL ONE NATL ASSOC,CA,TRUCKEE,96161,1,5,No,N,Urban,1
2007,May,25000,84,BBCN BANK,CA,CHINO HILLS,91709,1,1,No,N,Urban,0
2006,May,60401,84,MUFG UNION BANK NATL ASSOC,CA,ALISO VIEJO,92656,0,4,No,Y,Urban,0
2007,January,15000,62,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95116,0,16,No,N,Urban,1
2007,November,20500,84,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90044,0,1,No,N,Urban,0
2006,February,286000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,ANTIOCH,94531,5,15,Yes,N,Urban,0
2007,July,16972,61,BANK OF AMERICA NATL ASSOC,CA,WEST COVINA,91792,0,2,No,N,Urban,1
1998,August,100000,120,WILSHIRE BANK,CA,LOS ANGELES,90066,0,2,No,N,Rural,0
2007,April,22000,55,BANK OF AMERICA NATL ASSOC,CA,SANTA BARBARA,93105,0,2,No,N,Urban,1
2006,March,165000,240,MORTGAGE CAP. DEVEL CORP,CA,SACRAMENTO,95834,30,5,Yes,N,Urban,0
2007,July,38000,61,BANK OF AMERICA NATL ASSOC,CA,ALISO VIEJO,92656,0,1,No,Y,Urban,1
2006,April,724000,240,"CAPITAL ACCESS GROUP, INC.",CA,SAN JOSE,95138,4,7,Yes,N,Urban,0
1998,July,32900,84,BANK OF AMERICA CALIFORNIA N.A,CA,SAN GABRIEL,91776,0,25,No,Y,Rural,0
2007,September,200000,101,SOUTH CNTY BANK NATL ASSOC,CA,Redondo Beach,90277,2,3,No,N,Urban,1
2007,June,24796,30,BANK OF AMERICA NATL ASSOC,CA,WHITTIER,90605,0,1,No,Y,Urban,1
2006,November,14994,49,WELLS FARGO BANK NATL ASSOC,CA,LONG BEACH,90808,2,3,No,Y,Urban,1
2007,April,40000,43,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90036,0,7,No,Y,Urban,1
2007,May,100000,84,CAPITAL ONE NATL ASSOC,CA,SUNNYVALE,94086,1,2,No,N,Urban,0
2006,October,95209,37,WELLS FARGO BANK NATL ASSOC,CA,FREMONT,94536,0,1,No,Y,Urban,1
2006,October,371000,240,CDC SMALL BUS. FINAN CORP,CA,LOS ANGELES,90068,5,5,Yes,N,Urban,0
2007,June,85125,63,U.S. BANK NATIONAL ASSOCIATION,CA,MODESTO,95351,2,12,No,Y,Urban,1
1998,October,970000,276,U.S. BANK NATIONAL ASSOCIATION,CA,FULLERTON,92632,0,3,Yes,N,Rural,0
2007,March,49700,32,BANK OF AMERICA NATL ASSOC,CA,SAN FRANCISCO,94110,0,2,No,Y,Urban,1
2006,May,598000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN JOSE,95138,2,7,Yes,N,Urban,0
2007,February,116738,35,CAPITAL ONE NATL ASSOC,CA,TORRANCE,90502,1,3,No,Y,Urban,1
2006,January,1003000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN BERNARDINO,92408,7,7,Yes,N,Urban,0
2006,May,676500,257,WELLS FARGO BANK NATL ASSOC,CA,NEWARK,94560,0,2,Yes,N,Urban,1
2006,March,14002,51,BANCO POPULAR NORTH AMERICA,CA,LA QUINTA,92253,0,1,No,Y,Urban,1
2007,November,100000,68,CAPITAL ONE NATL ASSOC,CA,WOODLAND HILLS,91367,50,20,No,N,Urban,1
2006,April,1836000,240,CDC SMALL BUS. FINAN CORP,CA,EL CAJON,92019,26,1,Yes,N,Urban,0
2006,January,1386000,240,SBA - EDF ENFORCEMENT ACTION,CA,PASADENA,91104,8,6,Yes,N,Urban,0
2007,March,1329000,300,U.S. BANK NATIONAL ASSOCIATION,CA,VAN NUYS,91405,1,4,Yes,N,Urban,0
2007,July,120000,300,U.S. BANK NATIONAL ASSOCIATION,CA,VAN NUYS,91405,1,4,Yes,N,Urban,0
2007,February,25000,83,"BUSINESS LOAN CENTER, LLC",CA,Chula Vista,91910,1,2,No,N,Urban,1
2007,March,57000,68,CALIFORNIA BANK & TRUST,CA,CHULA VISTA,91910,0,5,No,Y,Urban,1
2007,February,25000,82,UMPQUA BANK,CA,San Diego,92114,0,1,No,N,Urban,1
2006,January,764000,240,"CAPITAL ACCESS GROUP, INC.",CA,SAN JOSE,95111,45,140,Yes,N,Urban,0
2007,June,73750,84,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95120,0,2,No,Y,Urban,0
2007,October,35000,43,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95161,0,4,No,Y,Urban,1
2007,May,55000,69,BANK OF AMERICA NATL ASSOC,CA,HUNTINGTON BEACH,92647,0,3,No,Y,Urban,1
2007,December,149800,60,WELLS FARGO BANK NATL ASSOC,CA,TORRANCE,90501,1,1,No,N,Urban,1
2007,January,47000,72,BANK OF AMERICA NATL ASSOC,CA,LINCOLN,95648,0,2,No,Y,Urban,1
2007,February,52808,84,U.S. BANK NATIONAL ASSOCIATION,CA,EUREKA,95501,0,1,No,Y,Undefined,0
2007,August,125347,84,U.S. BANK NATIONAL ASSOCIATION,CA,BENICIA,94510,0,1,No,Y,Urban,0
2006,April,150000,36,COMMERCEWEST BANK,CA,IRVINE,92606,3,6,No,Y,Urban,0
2007,March,25000,71,CAPITAL ONE NATL ASSOC,CA,SANTA ROSA,95403,1,1,No,N,Urban,1
2006,April,101508,72,JPMORGAN CHASE BANK NATL ASSOC,CA,IRVINE,92612,0,2,No,Y,Undefined,1
2006,June,118150,38,JPMORGAN CHASE BANK NATL ASSOC,CA,CARSON,90746,0,8,No,Y,Undefined,1
2006,October,170000,84,CALIFORNIA BANK & TRUST,CA,NORTH HOLLYWOOD,91601,9,5,No,N,Urban,0
2007,February,30000,84,MUFG UNION BANK NATL ASSOC,CA,Carmel by the Sea,93921,0,1,No,Y,Urban,0
2007,August,100390,70,CAPITAL ONE NATL ASSOC,CA,SAN DIEGO,92108,1,10,No,Y,Urban,1
2007,April,493800,74,FIRST-CITIZENS BK & TR CO,CA,Hemet,92543,0,1,No,N,Undefined,1
2006,April,129783,84,WELLS FARGO BANK NATL ASSOC,CA,EL CAJON,92021,1,5,No,Y,Urban,0
2006,September,882000,243,AMERICAN CONTINENTAL BANK,CA,SANTA ANA,92701,7,11,Yes,N,Urban,1
2007,November,25000,61,CAPITAL ONE NATL ASSOC,CA,MARINA DEL REY,90292,0,5,No,N,Urban,1
2007,July,10000,68,BANK OF AMERICA NATL ASSOC,CA,DUBLIN,94568,0,1,No,Y,Urban,1
2007,July,5000,84,BANK OF AMERICA NATL ASSOC,CA,TURLOCK,95382,0,1,No,Y,Urban,0
2007,November,8500,84,BANK OF AMERICA NATL ASSOC,CA,MORENO VALLEY,92557,0,4,No,Y,Urban,0
2007,May,11987,31,BANK OF AMERICA NATL ASSOC,CA,ISLETON,95641,0,1,No,Y,Undefined,1
2006,November,1480000,289,EH NATIONAL BANK,CA,MADERA,93638,2,5,Yes,N,Urban,1
2007,January,67328,55,BANK OF AMERICA NATL ASSOC,CA,ONTARIO,91764,0,9,No,Y,Urban,1
2007,January,72676,68,U.S. BANK NATIONAL ASSOCIATION,CA,HESPERIA,92344,0,3,No,Y,Urban,1
2006,September,109495,59,"CITIBANK, N.A.",CA,LOS ANGELES,90007,3,6,No,Y,Urban,1
2007,August,35000,74,BANK OF AMERICA NATL ASSOC,CA,BALDWIN PARK,91706,3,13,No,Y,Urban,1
2006,July,55550,55,WELLS FARGO BANK NATL ASSOC,CA,HERMOSA BEACH,90254,0,7,No,Y,Urban,1
2007,September,50000,84,U.S. BANK NATIONAL ASSOCIATION,CA,NEWARK,94560,0,2,No,Y,Urban,0
2006,August,271900,297,EH NATIONAL BANK,CA,MADERA,93638,0,15,Yes,N,Undefined,1
2007,January,45776,23,WELLS FARGO BANK NATL ASSOC,CA,STANTON,90680,0,3,No,Y,Urban,1
2007,May,135269,51,CAPITAL ONE NATL ASSOC,CA,NEWPORT BEACH,92660,0,1,No,Y,Urban,1
2007,September,35000,64,BANK OF AMERICA NATL ASSOC,CA,ENCINO,91316,0,56,No,N,Urban,1
2007,October,30000,71,WELLS FARGO BANK NATL ASSOC,CA,TRACY,95377,0,3,No,Y,Urban,1
2007,June,5000,84,BANK OF AMERICA NATL ASSOC,CA,LOOMIS,95650,0,3,No,Y,Urban,0
2007,June,658000,287,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92109,0,6,Yes,N,Urban,1
2007,May,15382,84,BANK OF AMERICA NATL ASSOC,CA,SANTA MARIA,93458,0,1,No,Y,Urban,0
2007,July,50000,84,CAPITAL ONE NATL ASSOC,CA,SAN DIEGO,92116,0,4,No,N,Urban,0
2007,August,85000,287,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92109,0,6,Yes,N,Urban,1
2007,December,64696,58,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90010,0,7,No,Y,Undefined,1
2007,August,15000,40,BBCN BANK,CA,LOS ANGELES,90057,0,0,No,N,Urban,0
2007,July,11000,63,BANK OF AMERICA NATL ASSOC,CA,ROCKLIN,95765,0,1,No,N,Urban,1
2007,February,20100,84,MUFG UNION BANK NATL ASSOC,CA,TEMECULA,92592,0,1,No,Y,Urban,0
2007,December,251000,98,WELLS FARGO BANK NATL ASSOC,CA,WALNUT CREEK,94597,2,2,No,N,Urban,1
2007,November,300000,120,BANC OF CALIFORNIA NATL ASSOC,CA,PICO RIVERA,90660,0,8,No,N,Urban,0
2007,January,146000,240,CDC SMALL BUS. FINAN CORP,CA,MURRIETA,92562,4,18,Yes,N,Urban,0
2007,September,93800,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN FRANCISCO,94104,1,3,No,Y,Urban,0
2007,June,32321,19,U.S. BANK NATIONAL ASSOCIATION,CA,BEVERLY HILLS,90211,0,1,No,Y,Urban,1
2007,November,30000,68,BANK OF AMERICA NATL ASSOC,CA,WESTMINSTER,92685,0,1,No,N,Urban,1
2007,August,52500,59,BANK OF AMERICA NATL ASSOC,CA,CITRUS HEIGHTS,95610,0,2,No,Y,Urban,1
2007,January,51500,45,BANK OF AMERICA NATL ASSOC,CA,LONG BEACH,90831,0,6,No,Y,Urban,1
1999,June,76000,108,CATHAY BANK,CA,LOS ANGELES,90005,0,3,No,N,Rural,0
2007,November,58372,84,WELLS FARGO BANK NATL ASSOC,CA,HOLLISTER,95023,0,1,No,Y,Urban,0
2007,September,612000,275,AURORA BANK FSB,CA,HERCULES,94547,0,2,Yes,N,Urban,1
2007,September,14500,64,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90045,2,15,No,N,Urban,1
2007,January,227232,45,WELLS FARGO BANK NATL ASSOC,CA,PALMDALE,93551,20,20,No,Y,Urban,1
2007,January,804000,240,SBA - EDF ENFORCEMENT ACTION,CA,SAN DIEGO,92123,4,36,Yes,N,Urban,0
2007,May,15000,36,BBCN BANK,CA,SAN FRANCISCO,94117,0,2,No,N,Urban,1
2007,August,25000,90,UMPQUA BANK,CA,Chula Vista,91913,0,2,No,N,Urban,1
2007,May,540000,291,AURORA BANK FSB,CA,FOLSOM,95630,0,1,Yes,N,Urban,1
1999,July,326000,84,GE CAP. SMALL BUS. FINAN CORP,CA,SAN FRANCISCO,94114,0,5,No,N,Rural,0
2007,April,534200,288,OPUS BANK,CA,CHOWCHILLA,93410,2,3,Yes,N,Urban,0
2007,October,75015,47,WELLS FARGO BANK NATL ASSOC,CA,VALLEJO,94590,0,6,No,Y,Urban,1
2007,January,200000,93,BBCN BANK,CA,Fullerton,92831,0,2,No,N,Urban,1
2007,July,35000,71,BANK OF AMERICA NATL ASSOC,CA,MORENO VALLEY,92553,0,10,No,Y,Urban,1
2007,February,350000,120,EAST WEST BANK,CA,LOS ANGELES,90015,11,0,No,N,Urban,0
2007,June,80000,60,UNITI BANK,CA,COVINA,91722,0,5,No,N,Urban,0
2007,March,34307,56,"CITIBANK, N.A.",CA,GRANADA HILLS,91344,0,2,No,Y,Urban,1
2007,December,43550,12,COAST NATIONAL BANK,CA,SAN LUIS OBISPO,93401,2,2,No,Y,Undefined,0
2007,November,72150,48,BANK OF AMERICA NATL ASSOC,CA,LA PUENTE,91744,0,8,No,Y,Urban,1
2007,February,35000,69,BANK OF AMERICA NATL ASSOC,CA,MILLBRAE,94030,0,6,No,Y,Urban,1
2007,August,234000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,LONG BEACH,90807,7,10,Yes,N,Urban,0
2007,September,41711,58,U.S. BANK NATIONAL ASSOCIATION,CA,NOVATO,94947,0,1,No,Y,Urban,1
2007,July,65000,70,BANK OF AMERICA NATL ASSOC,CA,CERRITOS,90703,1,9,No,Y,Urban,1
2007,April,102088,63,JPMORGAN CHASE BANK NATL ASSOC,CA,PANORAMA CITY,91402,0,3,No,Y,Undefined,1
2007,December,50000,65,"CITIBANK, N.A.",CA,VAN NUYS,91406,0,3,No,Y,Urban,1
2007,November,80000,59,BANK OF AMERICA NATL ASSOC,CA,MANHATTAN BEACH,90266,0,4,No,N,Urban,1
2007,June,25000,69,CAPITAL ONE NATL ASSOC,CA,NORCO,92860,0,2,No,N,Urban,1
2007,November,49190,72,MISSION VALLEY BANK,CA,VALENCIA,91355,0,9,No,Y,Urban,0
2007,October,385024,84,COMMUNITY BANK,CA,Los Angeles,90065,0,24,No,Y,Urban,0
2007,March,1620000,240,SBA DENVER FINANCE CENTER,CA,TRACY,95377,35,65,Yes,N,Urban,0
2007,September,158329,59,JPMORGAN CHASE BANK NATL ASSOC,CA,CULVER CITY,90230,4,8,No,Y,Undefined,1
2007,March,70000,63,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95131,0,10,No,Y,Urban,1
2007,July,64391,48,WELLS FARGO BANK NATL ASSOC,CA,LA PUENTE,91744,1,2,No,Y,Urban,1
2007,February,189000,69,BANK OF AMERICA NATL ASSOC,CA,MILPITAS,95035,0,10,No,Y,Urban,1
2007,May,883000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,SAN FRANCISCO,94118,2,2,Yes,N,Urban,0
2007,January,848000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN JOSE,95125,20,7,Yes,N,Urban,0
2007,January,63780,51,JPMORGAN CHASE BANK NATL ASSOC,CA,RCH CUCAMONGA,91729,0,6,No,Y,Undefined,1
2007,August,1060000,235,UMPQUA BANK,CA,SACRAMENTO,95823,0,1,No,N,Urban,1
2007,November,135151,59,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90007,0,8,No,N,Urban,1
2007,November,35000,84,BANK OF AMERICA NATL ASSOC,CA,DOWNEY,90242,0,8,No,Y,Urban,0
2007,October,7500,120,"SUPERIOR FINANCIAL GROUP, LLC",CA,HUNTINGTON BEACH,92647,0,2,No,N,Urban,0
2007,May,25035,21,WELLS FARGO BANK NATL ASSOC,CA,WILDOMAR,92595,2,2,No,Y,Urban,1
2007,March,63104,62,JPMORGAN CHASE BANK NATL ASSOC,CA,CERRITOS (DAIRY VALLEY),90703,3,3,No,Y,Undefined,1
1999,January,124000,300,BANCO POPULAR NORTH AMERICA,CA,LOS ANGELES,90044,0,7,Yes,N,Rural,0
2007,December,15000,84,CAPITAL ONE NATL ASSOC,CA,BETHEL ISLAND,94511,0,1,No,N,Urban,0
2007,April,146560,20,CAPITAL ONE NATL ASSOC,CA,LADERA RANCH,92694,0,42,No,Y,Urban,1
2007,September,544000,240,CDC SMALL BUS. FINAN CORP,CA,SANTA ANA,92701,11,1,Yes,N,Urban,0
2007,May,50000,22,CAPITAL ONE NATL ASSOC,CA,RAMONA,92065,0,2,No,N,Urban,1
2007,July,248000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,IRVINE,92618,7,10,Yes,N,Urban,0
2007,September,322000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,IRVINE,92618,7,10,Yes,N,Urban,0
2007,December,62145,54,WELLS FARGO BANK NATL ASSOC,CA,NEWHALL,91355,2,6,No,Y,Urban,1
2007,May,27187,69,WELLS FARGO BANK NATL ASSOC,CA,ACTON,93510,0,1,No,Y,Urban,1
2007,November,64900,84,U.S. BANK NATIONAL ASSOCIATION,CA,OROVILLE,95966,0,1,No,Y,Urban,0
2007,July,44700,84,BANK OF AMERICA NATL ASSOC,CA,FAIRFIELD,94533,0,10,No,N,Urban,0
1999,June,21200,84,BANK OF AMERICA CALIFORNIA N.A,CA,DANVILLE,94526,2,1,No,N,Rural,0
2007,August,19000,70,"CITIBANK, N.A.",CA,VENTURA (CORPORATE NAME SAN BU,93001,0,3,No,Y,Urban,1
2007,October,85128,84,"CITIBANK, N.A.",CA,SHERMAN OAKS,91423,0,2,No,Y,Urban,0
2007,August,32914,73,JPMORGAN CHASE BANK NATL ASSOC,CA,UPLAND,91786,0,2,No,Y,Undefined,1
2007,October,25500,84,BANK OF AMERICA NATL ASSOC,CA,CARMEL,93923,1,2,No,Y,Urban,0
2007,August,52500,46,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90020,0,2,No,Y,Urban,1
2007,September,104304,18,BANC OF CALIFORNIA NATL ASSOC,CA,PARAMOUNT,90723,1,11,No,Y,Undefined,1
2007,August,139952,32,MUFG UNION BANK NATL ASSOC,CA,SAN DIEGO,92123,0,6,No,Y,Urban,1
2007,April,15000,84,CAPITAL ONE NATL ASSOC,CA,SACRAMENTO,95828,1,1,No,N,Urban,0
2007,August,10000,73,U.S. BANK NATIONAL ASSOCIATION,CA,OAKLAND,94607,0,1,No,Y,Urban,1
2007,March,88974,5,WELLS FARGO BANK NATL ASSOC,CA,SPRING VALLEY,91917,0,2,No,Y,Urban,1
2007,June,157000,240,CEN CAL BUSINESS FINANCE GROUP,CA,CERES,95307,4,2,Yes,N,Urban,0
2007,October,25000,52,BBCN BANK,CA,SAN PEDRO,90731,1,5,No,N,Urban,1
2007,January,51918,84,WELLS FARGO BANK NATL ASSOC,CA,SANTA MONICA,90405,0,1,No,Y,Urban,0
2007,August,71000,30,BANK OF AMERICA NATL ASSOC,CA,RICHMOND,94804,0,1,No,Y,Urban,1
2007,September,25706,32,MUFG UNION BANK NATL ASSOC,CA,DUBLIN,94568,0,1,No,Y,Urban,1
2007,August,1124000,240,CDC SMALL BUS. FINAN CORP,CA,SAN DIEGO,92121,8,15,Yes,N,Urban,0
2007,July,65000,70,BANK OF AMERICA NATL ASSOC,CA,WEST HOLLYWOOD,90069,0,1,No,Y,Urban,1
2007,August,82500,73,BANK OF AMERICA NATL ASSOC,CA,OAKLAND,94606,1,7,No,Y,Urban,1
2007,October,35000,73,CAPITAL ONE NATL ASSOC,CA,OAK GLEN,92399,1,1,No,N,Urban,1
2007,September,77513,57,BANK OF AMERICA NATL ASSOC,CA,VALLEY VILLAGE,91607,0,3,No,N,Urban,1
2007,August,100000,84,CAPITAL ONE NATL ASSOC,CA,SANTA MARIA,93455,1,5,No,N,Urban,0
2007,August,135600,27,MUFG UNION BANK NATL ASSOC,CA,MODESTO,95358,0,5,No,Y,Urban,1
2007,November,1029000,240,"CAPITAL ACCESS GROUP, INC.",CA,SAN FRANCISCO,94110,8,40,Yes,N,Urban,0
2007,December,100000,71,CALIFORNIA BANK & TRUST,CA,FONTANA,92335,0,6,No,Y,Urban,1
2007,May,150000,43,CENTRAL VALLEY COMMUNITY BANK,CA,VISALIA,93277,2,1,No,Y,Undefined,1
2007,October,70761,70,CAPITAL ONE BK (USA) NATL ASSO,CA,LANCASTER,93536,3,8,No,Y,Urban,1
2007,August,10000,39,BBCN BANK,CA,GLENDALE,91206,2,3,No,N,Urban,1
2007,April,798000,240,CDC SMALL BUS. FINAN CORP,CA,ROSEVILLE,95678,19,4,Yes,N,Urban,0
2007,November,37500,84,BANK OF AMERICA NATL ASSOC,CA,LANCASTER,93536,0,7,No,N,Urban,0
2007,October,12500,107,"SUPERIOR FINANCIAL GROUP, LLC",CA,SAN DIEGO,92108,0,28,No,N,Urban,1
2007,January,70218,61,WELLS FARGO BANK NATL ASSOC,CA,RANCHO CUCAMONGA,91739,0,56,No,Y,Urban,1
2007,May,409000,240,CDC SMALL BUS. FINAN CORP,CA,SAN DIEGO,92117,3,5,Yes,N,Urban,0
2007,March,550000,41,CALIFORNIA BANK & TRUST,CA,SAN DIEGO,92121,0,13,No,N,Urban,1
2007,December,10000,59,BBCN BANK,CA,VAN NUYS,91405,10,1,No,N,Urban,1
2007,November,65200,66,"CITIBANK, N.A.",CA,CORONA,92880,3,1,No,Y,Urban,1
2007,October,101827,27,"CITIBANK, N.A.",CA,SAN RAFAEL,94901,1,6,No,Y,Urban,1
2007,December,1491000,240,SBA - EDF ENFORCEMENT ACTION,CA,TORRANCE,90505,3,20,Yes,N,Urban,0
2007,July,19900,48,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90057,0,4,No,Y,Urban,1
2007,November,52103,70,WELLS FARGO BANK NATL ASSOC,CA,SAN DIEGO,92128,4,15,No,Y,Urban,1
1999,October,250000,120,NATIONAL BANK OF CALIFORNIA,CA,LOS ANGELES,90048,0,10,No,N,Rural,0
2007,May,94836,38,JPMORGAN CHASE BANK NATL ASSOC,CA,LA MESA,91941,0,2,No,Y,Urban,1
1999,April,150800,300,BANK OF THE WEST,CA,OLIVEHURST,95961,0,4,Yes,N,Rural,0
2007,October,72500,41,BANK OF AMERICA NATL ASSOC,CA,GARDEN GROVE,92844,0,4,No,Y,Urban,1
2007,July,38000,41,BANK OF AMERICA NATL ASSOC,CA,SAN FRANCISCO,94133,0,1,No,Y,Urban,1
2007,September,10000,59,BBCN BANK,CA,LOS ANGELES,90020,1,7,No,N,Urban,1
2007,December,100000,24,SANTA CLARA VALLEY BANK NATL A,CA,GARDENA,90248,2,6,No,Y,Urban,0
2007,November,35000,63,BANK OF AMERICA NATL ASSOC,CA,SAN DIEGO,92108,0,8,No,N,Urban,1
2007,December,597000,240,MORTGAGE CAP. DEVEL CORP,CA,LONG BEACH,90807,60,40,Yes,N,Urban,0
2007,September,20000,57,BBCN BANK,CA,LOS ANGELES,90010,0,0,No,N,Urban,1
2007,December,127023,63,CAPITAL ONE NATL ASSOC,CA,TEMECULA,92590,1,5,No,Y,Urban,1
2007,July,45000,84,U.S. BANK NATIONAL ASSOCIATION,CA,CALABASAS,91302,0,2,No,Y,Urban,0
2007,September,39000,74,MUFG UNION BANK NATL ASSOC,CA,Gilroy,95020,2,2,No,Y,Urban,1
2007,May,161873,84,U.S. BANK NATIONAL ASSOCIATION,CA,TRUCKEE,96161,0,1,No,Y,Undefined,0
2007,June,648000,240,MORTGAGE CAP. DEVEL CORP,CA,RICHMOND,94806,3,1,Yes,N,Urban,0
2007,May,35000,84,BBCN BANK,CA,FREMONT,94539,0,1,No,N,Urban,0
2007,March,100000,72,CAPITAL ONE NATL ASSOC,CA,CAMARILLO,93010,5,7,No,N,Urban,1
2007,June,1400000,300,WILSHIRE BANK,CA,Glendale,91205,0,2,Yes,N,Urban,0
2007,February,50000,66,BANK OF AMERICA NATL ASSOC,CA,PITTSBURG,94565,0,1,No,Y,Urban,1
2007,April,29672,84,U.S. BANK NATIONAL ASSOCIATION,CA,SANTA CLARA,95051,0,6,No,Y,Urban,0
2007,June,25000,66,BBCN BANK,CA,GARDEN GROVE,92844,0,0,No,N,Urban,1
2007,November,52300,57,WELLS FARGO BANK NATL ASSOC,CA,GLENDALE,91203,0,8,No,Y,Urban,1
2007,July,64494,70,CAPITAL ONE BK (USA) NATL ASSO,CA,LINCOLN,95648,2,4,No,Y,Urban,1
2007,March,20000,36,JPMORGAN CHASE BANK NATL ASSOC,CA,WILLITS,95490,0,2,No,N,Undefined,0
2007,June,83916,46,JPMORGAN CHASE BANK NATL ASSOC,CA,UPLAND,91784,0,1,No,Y,Undefined,1
2007,August,35000,54,BBCN BANK,CA,SAN JOSE,95127,0,2,No,N,Urban,1
2007,November,86967,84,"CITIBANK, N.A.",CA,DANVILLE,94526,2,2,No,Y,Urban,0
2007,March,310000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,IRVINE,92618,2,3,Yes,N,Urban,0
2007,January,109550,53,U.S. BANK NATIONAL ASSOCIATION,CA,UNION CITY,94587,1,4,No,Y,Urban,1
2007,August,49320,84,WELLS FARGO BANK NATL ASSOC,CA,LIVERMORE,94550,0,1,No,Y,Urban,0
2007,March,35000,64,BANK OF AMERICA NATL ASSOC,CA,SAN CLEMENTE,92672,0,1,No,N,Urban,1
2007,November,641000,240,SBA - EDF ENFORCEMENT ACTION,CA,OCEANSIDE,92056,10,70,Yes,N,Urban,0
2007,March,35000,64,BBCN BANK,CA,LOS ANGELES,90018,3,4,No,N,Urban,1
2007,August,10000,109,"SUPERIOR FINANCIAL GROUP, LLC",CA,ANAHEIM,92807,2,3,No,N,Urban,1
2007,August,100000,42,"CITIBANK, N.A.",CA,CLAREMONT,91711,1,1,No,N,Urban,1
2007,December,200000,12,COMMERCEWEST BANK,CA,ROLLING HILLS ESTATE,90274,1,1,No,Y,Urban,0
2007,December,55077,84,JPMORGAN CHASE BANK NATL ASSOC,CA,DOWNEY,90241,2,4,No,Y,Undefined,0
2007,December,39584,62,BANCO POPULAR NORTH AMERICA,CA,CHULA VISTA,91910,0,5,No,Y,Urban,1
2007,April,55000,66,"CITIBANK, N.A.",CA,WALNUT CREEK,94595,0,1,No,Y,Urban,1
2007,March,43753,84,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90046,2,2,No,Y,Undefined,0
2007,August,17487,84,MUFG UNION BANK NATL ASSOC,CA,ANAHEIM,92805,0,1,No,Y,Urban,0
2007,March,62500,37,BANK OF AMERICA NATL ASSOC,CA,CORONA,92880,0,2,No,Y,Urban,1
2007,April,25000,84,U.S. BANK NATIONAL ASSOCIATION,CA,OCEANSIDE,92056,0,2,No,Y,Urban,0
2007,September,132000,95,LOGIX FCU,CA,CHATSWORTH,91311,6,13,No,N,Urban,1
2007,February,10000,24,"CITIBANK, N.A.",CA,ANAHEIM,92801,0,2,No,N,Urban,0
2007,April,28010,74,WELLS FARGO BANK NATL ASSOC,CA,LAKE ELSINORE,92530,2,4,No,Y,Urban,1
2007,October,41905,36,BANK OF AMERICA NATL ASSOC,CA,GARDEN GROVE,92840,0,5,No,N,Urban,1
2007,June,37500,47,BANK OF AMERICA NATL ASSOC,CA,"Silver Lake, CA",90029,0,1,No,Y,Urban,1
2007,December,761000,240,CDC SMALL BUS. FINAN CORP,CA,MURRIETA,92562,4,9,Yes,N,Urban,0
2007,February,231000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,CHULA VISTA,91914,3,1,Yes,N,Urban,0
2007,August,59667,53,U.S. BANK NATIONAL ASSOCIATION,CA,SANTA PAULA,93060,1,2,No,Y,Urban,1
