,filing_date,municipality,amount
13298,2012-07-18,Brentwood Boro,52318.61
13299,2012-07-18,Pittsburgh,38177.36
13300,2012-07-18,Brentwood Boro,61025.25
13301,2012-07-18,City of Duquesne,32841.09
13302,2012-07-18,Pittsburgh,57760.06
13303,2012-07-18,Homestead Boro,31517.0
13304,2012-07-18,Homestead Boro,68960.49
13305,2012-07-18,Whitehall Boro,159977.35
13306,2012-07-18,Wilkinsburg Boro,32047.57
13307,2012-07-18,Churchill Boro,166651.52
13308,2012-07-18,Pittsburgh,0.0
13309,2012-07-18,Penn Hills Township,61246.34
13310,2012-07-18,Penn Hills Township,101482.65
13311,2012-07-18,Pittsburgh,90004.84
13312,2012-07-18,Pittsburgh,109594.01
13313,2012-07-18,Pittsburgh,77552.04
13314,2012-07-18,Castle Shannon Boro,44046.63
13315,2012-07-18,Monroeville Boro,387966.87
13316,2012-07-19,Pittsburgh,18166.02
13317,2012-07-19,Bellevue Boro,138729.4
13318,2012-07-19,Pittsburgh,32957.88
13319,2012-07-19,Crafton Boro,117815.83
13320,2012-07-19,East McKeesport Boro,63628.03
13321,2012-07-19,Munhall Boro,177316.61
13322,2012-07-19,Kennedy Township,93164.42
13323,2012-07-19,Pittsburgh,87164.16
13324,2012-07-20,Penn Hills Township,80683.18
13325,2012-07-20,Kennedy Township,190593.64
13326,2012-07-20,West Deer Township,77197.6
13327,2012-07-20,Shaler Township,128456.06
13328,2012-07-22,Monroeville Boro,154080.49
13329,2012-07-23,South Park Township,211742.9
13330,2012-07-23,Mt. Oliver Boro,84190.83
13331,2012-07-23,Avalon Boro,135857.65
13332,2012-07-23,Penn Hills Township,151902.69
13333,2012-07-23,Reserve Township,146533.2
13334,2012-07-23,Etna Boro,101458.55
13335,2012-07-24,Coraopolis Boro,78222.28
13336,2012-07-24,Churchill Boro,169434.69
13337,2012-07-24,Pittsburgh,0.0
13338,2012-07-24,Pittsburgh,79183.42
13339,2012-07-24,Pittsburgh,115207.94
13340,2012-07-24,Moon Township,224850.45
13341,2012-07-24,Pittsburgh,49640.69
13342,2012-07-24,Bethel Park Boro,131825.34
13343,2012-07-24,McCandless Township,121076.82
13344,2012-07-24,Pittsburgh,43778.86
13345,2012-07-24,Pittsburgh,43778.86
13346,2012-07-24,Castle Shannon Boro,66094.65
13347,2012-07-24,Shaler Township,121800.85
13348,2012-07-25,Pittsburgh,0.0
13349,2012-07-25,Pittsburgh,185926.51
13350,2012-07-25,City of McKeesport,0.0
13351,2012-07-25,South Park Township,1411109.51
13352,2012-07-25,Robinson Township,42612.04
13353,2012-07-25,Pittsburgh,27905.81
13354,2012-07-25,Penn Hills Township,94915.88
13355,2012-07-26,O'Hara Township,163657.25
13356,2012-07-27,Penn Hills Township,0.0
13357,2012-07-26,Pittsburgh,90083.49
13358,2012-07-26,Pittsburgh,55516.06
13359,2012-07-26,Pittsburgh,56740.17
13360,2012-07-26,Munhall Boro,81277.88
13361,2012-07-26,Bell Acres Boro,305057.6
13362,2012-07-26,Avalon Boro,43385.57
13363,2012-07-26,Jefferson Hills Boro,232183.28
13364,2012-07-26,Scott Township,84822.26
13365,2012-07-27,Pittsburgh,167746.58
13366,2012-07-27,Pittsburgh,0.0
13367,2012-07-27,City of McKeesport,41722.64
13368,2012-07-27,Penn Hills Township,55069.39
13369,2012-07-27,Penn Hills Township,55069.39
13370,2012-07-27,McKees Rocks Boro,106039.54
13371,2012-07-27,Whitehall Boro,87592.43
13372,2012-07-27,Pittsburgh,100960.21
13373,2012-07-27,Penn Hills Township,72923.34
13374,2012-07-30,Baldwin Township,84060.86
13375,2012-07-30,Ross Township,136567.61
13376,2012-07-30,Homestead Boro,59678.65
13377,2012-07-30,Avalon Boro,86530.04
13378,2012-07-30,McKees Rocks Boro,0.0
13379,2012-07-30,Pittsburgh,32885.45
13380,2012-07-30,Upper St. Clair Twp.,91040.65
13381,2012-07-30,Castle Shannon Boro,62908.46
13382,2012-07-30,Avalon Boro,93812.58
13383,2012-07-30,Pittsburgh,41543.5
13384,2012-07-30,Churchill Boro,250742.95
13385,2012-07-30,McCandless Township,239016.52
13386,2012-07-30,Pittsburgh,120376.9
13387,2012-07-30,Monroeville Boro,139039.54
13388,2012-07-31,Pittsburgh,29426.74
13389,2012-07-31,Swissvale Boro,38830.68
13390,2012-07-31,West View Boro,41802.95
13391,2012-07-31,Pittsburgh,0.0
13392,2012-07-31,Heidelberg Boro,72742.66
13393,2012-07-31,Monroeville Boro,130407.0
13394,2012-07-31,City of Clairton,66769.68
13395,2012-07-31,Pittsburgh,147136.94
13396,2012-07-31,Pittsburgh,251047.38
13397,2012-07-31,Brentwood Boro,65204.48
13398,2012-08-01,Pittsburgh,930961.98
13399,2012-07-31,Carnegie Boro,35037.97
13400,2012-08-01,Churchill Boro,307938.3
13401,2012-08-01,N. Versailles Twp.,38733.12
13402,2012-08-01,Shaler Township,150533.3
13403,2012-08-01,Wilkinsburg Boro,26224.81
13404,2012-08-01,Findlay Township,69297.1
13405,2012-08-01,Brentwood Boro,42664.61
13406,2012-08-01,Pittsburgh,78120.72
13407,2012-08-01,Plum Boro,86710.55
13408,2012-08-01,Pittsburgh,42029.23
13409,2012-08-01,O'Hara Township,109013.87
13410,2012-08-01,Pleasant Hills Boro,100065.25
13411,2012-08-01,Pittsburgh,119117.18
13412,2012-08-02,Forward Township,0.0
13413,2012-08-01,Upper St. Clair Twp.,151441.58
13414,2012-08-02,O'Hara Township,116843.43
13415,2012-08-02,Pittsburgh,0.0
13416,2012-08-02,Pittsburgh,47691.17
13417,2012-08-02,Pittsburgh,26302.6
13418,2012-08-02,Jefferson Hills Boro,60015.18
13419,2012-08-02,Braddock Boro,22839.94
13420,2012-08-02,Munhall Boro,33148.21
13421,2012-08-02,S. Fayette Township,15337.62
13422,2012-08-02,Pittsburgh,65385.93
13423,2012-08-02,Turtle Creek Boro,31636.3
13424,2012-08-02,South Park Township,145634.31
13425,2012-08-02,Collier Township,146977.42
13426,2012-08-02,Carnegie Boro,161140.97
13427,2012-08-02,Pittsburgh,57468.61
13428,2012-08-02,Shaler Township,224334.4
13429,2012-08-02,S. Fayette Township,134394.53
13430,2012-08-02,Pittsburgh,49456.47
13431,2012-08-02,Pittsburgh,88253.41
13432,2012-08-02,Pittsburgh,45013.06
13433,2012-08-03,Pittsburgh,27977.3
13434,2012-08-03,Bethel Park Boro,384968.15
13435,2012-08-03,Pittsburgh,0.0
13436,2012-08-03,Marshall Township,64602.65
13437,2012-08-03,Bethel Park Boro,197813.37
13438,2012-08-05,Ohio Township,112131.24
13439,2012-08-04,City of McKeesport,0.0
13440,2012-08-06,Pittsburgh,117590.77
13441,2012-08-06,Jefferson Hills Boro,130005.29
13442,2012-08-06,Penn Hills Township,88828.11
13443,2012-08-06,Pittsburgh,39465.65
13444,2012-08-06,Pittsburgh,45619.66
13445,2012-08-06,N. Versailles Twp.,147354.8
13446,2012-08-07,Pittsburgh,37564.98
13447,2012-08-07,Pittsburgh,34673.94
13448,2012-08-07,Wilkinsburg Boro,62971.41
13449,2012-08-07,Pittsburgh,84142.85
13450,2012-08-07,Penn Hills Township,130094.91
13451,2012-08-07,Shaler Township,176842.21
13452,2012-08-07,Monroeville Boro,110317.62
13453,2012-08-07,Jefferson Hills Boro,75271.71
13454,2012-08-07,Jefferson Hills Boro,75271.71
13455,2012-08-07,S. Fayette Township,309512.46
13456,2012-08-07,Bellevue Boro,99465.1
13457,2012-08-07,Shaler Township,215469.38
13458,2012-08-08,West Deer Township,77921.56
13459,2012-08-08,City of Clairton,0.0
13460,2012-08-08,Bethel Park Boro,156181.39
13461,2012-08-08,City of Clairton,60030.94
13462,2012-08-08,South Park Township,152524.38
13463,2012-08-08,Penn Hills Township,118803.17
13464,2012-08-08,Dormont Boro,79325.43
13465,2012-08-08,Homestead Boro,14716.37
13466,2012-08-08,Pittsburgh,47177.29
13467,2012-08-09,West Mifflin Boro,97150.64
13468,2012-08-09,East Pittsburgh Boro,78742.17
13469,2012-08-09,Pittsburgh,124360.75
13470,2012-08-09,Baldwin Boro,99693.65
13471,2012-08-09,Pittsburgh,80085.91
13472,2012-08-09,Ingram Boro,0.0
13473,2012-08-09,Upper St. Clair Twp.,0.0
13474,2012-08-09,Frazer Township,95017.24
13475,2012-08-09,Plum Boro,129716.62
13476,2012-08-09,Pittsburgh,64842.21
13477,2012-08-09,Sewickley Hts. Boro,105427.64
13478,2012-08-10,Ross Township,92530.51
13479,2012-08-10,Pittsburgh,53687.44
13480,2012-08-10,Franklin Park Boro,0.0
13481,2012-08-10,Pittsburgh,0.0
13482,2012-08-10,Brentwood Boro,44597.35
13483,2012-08-10,N. Fayette Township,239673.69
13484,2012-08-10,Shaler Township,68606.98
13485,2012-08-13,Mt. Lebanon Township,0.0
13486,2012-08-13,Brackenridge Boro,147652.45
13487,2012-08-13,Penn Hills Township,120393.33
13488,2012-08-13,Penn Hills Township,75944.06
13489,2012-08-14,Crafton Boro,72178.82
13490,2012-08-14,Crafton Boro,72178.82
13491,2012-08-14,Pine Township,0.0
13492,2012-08-14,Penn Hills Township,0.0
13493,2012-08-14,Brentwood Boro,27402.71
13494,2012-08-14,Port Vue Boro,57483.95
13495,2012-08-14,N. Versailles Twp.,83542.62
13496,2012-08-15,Port Vue Boro,60820.8
13497,2012-08-15,Penn Hills Township,103879.04
13498,2012-08-15,Swissvale Boro,72814.97
13499,2012-08-15,Liberty Boro,63518.04
13500,2012-08-15,Pittsburgh,94007.4
13501,2012-08-15,Pleasant Hills Boro,159258.8
13502,2012-08-16,Fox Chapel Boro,0.0
13503,2012-08-16,Jefferson Hills Boro,30089.9
13504,2012-08-16,Plum Boro,120265.54
13505,2012-08-16,N. Versailles Twp.,84248.36
13506,2012-08-16,Penn Hills Township,70510.98
13507,2012-08-16,S. Fayette Township,253288.16
13508,2012-08-16,Wilkinsburg Boro,26268.0
13509,2012-08-16,Pittsburgh,102706.48
13510,2012-08-16,Pittsburgh,14574.16
13511,2012-08-16,Plum Boro,293042.99
13512,2012-08-16,Shaler Township,107560.24
13513,2012-08-16,Pittsburgh,40590.21
13514,2012-08-16,Mt. Lebanon Township,214168.79
13515,2012-08-16,Mt. Lebanon Township,214168.79
13516,2012-08-17,Pittsburgh,28908.51
13517,2012-08-17,S. Fayette Township,58279.42
13518,2012-08-17,Pittsburgh,38370.6
13519,2012-08-17,Moon Township,198384.52
13520,2012-08-18,Monroeville Boro,54274.9
13521,2012-08-18,Pittsburgh,68162.51
13522,2012-08-19,Lincoln Boro,155220.7
13523,2012-08-20,City of McKeesport,34152.73
13524,2012-08-20,City of Duquesne,63170.58
13525,2012-08-20,Elizabeth Boro,117021.03
13526,2012-08-20,Pittsburgh,56398.12
13527,2012-08-20,Wilkinsburg Boro,103128.69
13528,2012-08-20,Pittsburgh,54742.19
13529,2012-08-21,Forward Township,111196.7
13530,2012-08-21,Pittsburgh,0.0
13531,2012-08-21,N. Versailles Twp.,85734.41
13532,2012-08-21,Penn Hills Township,110574.6
13533,2012-08-21,Ross Township,89382.72
13534,2012-08-21,Pittsburgh,30260.4
13535,2012-08-21,West Mifflin Boro,89751.61
13536,2012-08-21,Forward Township,98251.53
13537,2012-08-22,Pittsburgh,136349.57
13538,2012-08-22,Harrison Township,0.0
13539,2012-08-22,Pittsburgh,200295.43
13540,2012-08-22,Jefferson Hills Boro,66256.92
13541,2012-08-22,City of McKeesport,52616.8
13542,2012-08-23,Shaler Township,107563.03
13543,2012-08-23,Shaler Township,107563.03
13544,2012-08-23,Penn Hills Township,72099.54
13545,2012-08-23,Elizabeth Township,30603.63
13546,2012-08-23,Kennedy Township,184132.36
13547,2012-08-23,Pleasant Hills Boro,151423.29
13548,2012-08-23,Carnegie Boro,40710.53
13549,2012-08-23,Dormont Boro,36680.67
13550,2012-08-23,Pittsburgh,66328.23
13551,2012-08-23,Forward Township,0.0
13552,2012-08-23,Jefferson Hills Boro,138573.01
13553,2012-08-24,Swissvale Boro,59700.5
13554,2012-08-24,Pittsburgh,0.0
13555,2012-08-24,Pittsburgh,88513.79
13556,2012-08-24,East Pittsburgh Boro,49749.93
13557,2012-08-24,City of McKeesport,68347.44
13558,2012-08-24,Monroeville Boro,234357.66
13559,2012-08-24,Swissvale Boro,44152.99
13560,2012-08-24,Swissvale Boro,24846.18
13561,2012-08-24,Crescent Township,75925.22
13562,2012-08-24,McCandless Township,135199.68
13563,2012-08-24,Pittsburgh,27542.4
13564,2012-08-24,Richland Township,212745.05
13565,2012-08-25,Baldwin Boro,93449.14
13566,2012-08-25,West Deer Township,94083.55
13567,2012-08-27,Pittsburgh,0.0
13568,2012-08-27,Wilkins Township,58810.51
13569,2012-08-27,Penn Hills Township,101950.45
13570,2012-08-27,Stowe Township,71190.02
13571,2012-08-27,Stowe Township,71190.02
13572,2012-08-27,Munhall Boro,62916.96
13573,2012-08-27,Pittsburgh,76109.29
13574,2012-08-27,Plum Boro,103694.02
13575,2012-08-27,Richland Township,365528.58
13576,2012-08-27,Pittsburgh,171002.96
13577,2012-08-27,McKees Rocks Boro,42968.61
13578,2012-08-27,Pittsburgh,61391.13
13579,2012-08-27,Collier Township,263767.36
13580,2012-08-27,West Mifflin Boro,103571.45
13581,2012-08-28,Moon Township,56808.65
13582,2012-08-28,Pittsburgh,0.0
13583,2012-08-28,Jefferson Hills Boro,386597.12
13584,2012-08-28,McKees Rocks Boro,63080.08
13585,2012-08-28,Plum Boro,101562.72
13586,2012-08-28,Mt. Lebanon Township,410177.73
13587,2012-08-28,Pittsburgh,74045.3
13588,2012-08-28,City of McKeesport,57724.19
13589,2012-08-28,Moon Township,63626.23
13590,2012-08-28,Brentwood Boro,83328.89
13591,2012-08-29,Hampton Township,0.0
13592,2012-08-28,Brackenridge Boro,71493.83
13593,2012-08-29,Neville Township,0.0
13594,2012-08-29,South Park Township,103325.25
13595,2012-08-29,Hampton Township,95701.41
13596,2012-08-29,Coraopolis Boro,84865.06
13597,2012-08-29,N. Fayette Township,72540.83
13598,2012-08-29,White Oak Boro,45246.38
13599,2012-08-30,N. Fayette Township,72540.83
13600,2012-08-30,Pittsburgh,0.0
13601,2012-08-29,Jefferson Hills Boro,119028.0
13602,2012-08-30,Baldwin Boro,49507.29
13603,2012-08-30,Crafton Boro,83170.96
13604,2012-08-30,Oakmont Boro,52163.79
13605,2012-08-30,Bethel Park Boro,169823.25
13606,2012-08-30,Pittsburgh,127063.36
13607,2012-08-30,Moon Township,113363.34
13608,2012-08-30,Ross Township,103972.47
13609,2012-08-30,Pittsburgh,18359.47
13610,2012-08-30,West Deer Township,72163.3
13611,2012-08-30,Ross Township,87583.17
13612,2012-08-31,West Deer Township,0.0
13613,2012-08-31,Churchill Boro,0.0
13614,2012-08-31,Aleppo Township,0.0
13615,2012-08-31,Pittsburgh,14170.81
13616,2012-08-31,Fox Chapel Boro,393832.38
13617,2012-08-31,Shaler Township,138075.78
13618,2012-09-04,Scott Township,92085.34
13619,2012-09-04,Pittsburgh,39412.09
13620,2012-09-04,N. Braddock Boro,57829.68
13621,2012-09-04,Pittsburgh,54541.28
13622,2012-09-04,Pittsburgh,54863.5
13623,2012-09-04,Pittsburgh,50639.7
13624,2012-09-04,Kennedy Township,81123.58
13625,2012-09-04,Kennedy Township,81123.58
13626,2012-09-05,Pittsburgh,56515.26
13627,2012-09-05,South Park Township,148991.65
13628,2012-09-05,Mt. Lebanon Township,11187.19
13629,2012-09-05,Pittsburgh,84216.73
13630,2012-09-05,West View Boro,78678.05
13631,2012-09-05,Ross Township,159360.71
13632,2012-09-05,Springdale Township,48181.07
13633,2012-09-05,West Deer Township,210901.25
13634,2012-09-06,Bethel Park Boro,135555.31
13635,2012-09-06,Monroeville Boro,75051.71
13636,2012-09-06,N. Versailles Twp.,65922.84
13637,2012-09-06,Pittsburgh,0.0
13638,2012-09-06,Collier Township,133155.84
13639,2012-09-06,Pittsburgh,51306.47
13640,2012-09-06,Penn Hills Township,0.0
13641,2012-09-06,Wilkinsburg Boro,0.0
13642,2012-09-06,Upper St. Clair Twp.,276985.38
13643,2012-09-06,Moon Township,130966.52
13644,2012-09-06,Elizabeth Township,41357.83
13645,2012-09-06,Bellevue Boro,36673.76
13646,2012-09-06,Baldwin Township,103789.04
13647,2012-09-06,West Mifflin Boro,76900.99
13648,2012-09-06,Edgewood Boro,65838.21
13649,2012-09-07,Mt. Lebanon Township,0.0
13650,2012-09-07,Versailles Boro,36014.06
13651,2012-09-07,Jefferson Hills Boro,16850.81
13652,2012-09-07,Shaler Township,93869.0
13653,2012-09-07,Pittsburgh,69659.28
13654,2012-09-07,City of McKeesport,87702.11
13655,2012-09-08,Collier Township,58184.3
13656,2012-09-10,West Mifflin Boro,0.0
13657,2012-09-10,Whitehall Boro,60857.84
13658,2012-09-10,Ohio Township,143704.37
13659,2012-09-10,City of Duquesne,42704.79
13660,2012-09-10,Plum Boro,94052.3
13661,2012-09-10,McCandless Township,136715.88
13662,2012-09-10,Mt. Oliver Boro,47835.14
13663,2012-09-10,Pittsburgh,77713.34
13664,2012-09-10,N. Braddock Boro,13929.69
13665,2012-09-10,Pittsburgh,64452.28
13666,2012-09-11,Monroeville Boro,0.0
13667,2012-09-11,Oakmont Boro,82592.66
13668,2012-09-11,Pittsburgh,64452.28
13669,2012-09-11,Leetsdale Boro,50743.96
13670,2012-09-11,Shaler Township,0.0
13671,2012-09-11,Pittsburgh,0.0
13672,2012-09-11,Pittsburgh,0.0
13673,2012-09-11,Swissvale Boro,64884.73
13674,2012-09-12,Ross Township,161229.11
13675,2012-09-12,Pittsburgh,49208.54
13676,2012-09-13,City of McKeesport,48392.3
13677,2012-09-13,Carnegie Boro,20037.75
13678,2012-09-13,Penn Hills Township,0.0
13679,2012-09-13,Pittsburgh,0.0
13680,2012-09-13,Findlay Township,230839.92
13681,2012-09-13,Hampton Township,245912.27
13682,2012-09-14,Monroeville Boro,69461.94
13683,2012-09-14,White Oak Boro,87975.68
13684,2012-09-14,Pittsburgh,0.0
13685,2012-09-14,Pittsburgh,0.0
13686,2012-09-14,City of Duquesne,28169.66
13687,2012-09-14,Swissvale Boro,34680.46
13688,2012-09-14,Plum Boro,115121.67
13689,2012-09-14,Edgewood Boro,68774.19
13690,2012-09-14,Munhall Boro,63305.86
13691,2012-09-15,Shaler Township,95804.46
13692,2012-09-17,Pittsburgh,0.0
13693,2012-09-17,Fox Chapel Boro,297424.14
13694,2012-09-17,Elizabeth Township,85365.51
13695,2012-09-17,Emsworth Boro,57194.12
13696,2012-09-18,Pittsburgh,80063.22
13697,2012-09-17,West Deer Township,68548.69
13698,2012-09-17,Coraopolis Boro,83966.8
13699,2012-09-17,Coraopolis Boro,83966.8
13700,2012-09-18,City of McKeesport,71184.05
13701,2012-09-18,Pittsburgh,18620.46
13702,2012-09-18,Jefferson Hills Boro,0.0
13703,2012-09-18,Coraopolis Boro,46255.48
13704,2012-09-18,Wilkins Township,59447.2
13705,2012-09-18,West Mifflin Boro,99890.71
13706,2012-09-18,Neville Township,32520.13
13707,2012-09-18,Pittsburgh,50186.58
13708,2012-09-18,Plum Boro,157883.8
13709,2012-09-19,Pittsburgh,0.0
13710,2012-09-19,Pittsburgh,122173.22
13711,2012-09-19,Penn Hills Township,140593.29
13712,2012-09-20,Pittsburgh,23335.58
13713,2012-09-20,Reserve Township,0.0
13714,2012-09-20,Stowe Township,76349.75
13715,2012-09-20,Carnegie Boro,187501.5
13716,2012-09-20,Pittsburgh,44904.29
13717,2012-09-20,Penn Hills Township,31480.94
13718,2012-09-20,Pittsburgh,84726.48
13719,2012-09-20,McCandless Township,99075.35
13720,2012-09-20,Bethel Park Boro,167517.11
13721,2012-09-21,Fawn Township,91711.55
13722,2012-09-21,Pittsburgh,56604.5
13723,2012-09-21,Baldwin Boro,102676.83
13724,2012-09-21,West View Boro,52744.78
13725,2012-09-21,Elizabeth Township,96820.39
13726,2012-09-21,Hampton Township,0.0
13727,2012-09-21,Ross Township,0.0
13728,2012-09-21,City of McKeesport,38274.33
13729,2012-09-23,Pitcairn Boro,86800.41
13730,2012-09-23,Shaler Township,113743.29
13731,2012-09-23,Ross Township,116437.27
13732,2012-09-23,West Mifflin Boro,70269.83
13733,2012-09-24,City of Clairton,0.0
13734,2012-09-24,Ross Township,0.0
13735,2012-09-24,South Park Township,0.0
13736,2012-09-24,Ross Township,139466.96
13737,2012-09-24,West Mifflin Boro,0.0
13738,2012-09-24,Pittsburgh,60357.16
13739,2012-09-24,Pittsburgh,107611.44
13740,2012-09-24,Monroeville Boro,141555.7
13741,2012-09-25,Hampton Township,114471.94
13742,2012-09-25,Dormont Boro,124978.81
13743,2012-09-25,Penn Hills Township,0.0
13744,2012-09-25,Penn Hills Township,0.0
13745,2012-09-25,Pitcairn Boro,63341.14
13746,2012-09-25,Bridgeville Boro,66261.65
13747,2012-09-25,Upper St. Clair Twp.,391952.01
13748,2012-09-25,Monroeville Boro,66780.85
13749,2012-09-25,West Mifflin Boro,147798.45
13750,2012-09-25,Crescent Township,30786.29
13751,2012-09-25,Crafton Boro,152301.86
13752,2012-09-25,McKees Rocks Boro,69247.83
13753,2012-09-25,Pittsburgh,58498.2
13754,2012-09-25,Pittsburgh,166231.34
13755,2012-09-25,Scott Township,108540.18
13756,2012-09-25,West View Boro,87619.24
13757,2012-09-26,West Mifflin Boro,14988.57
13758,2012-09-26,Pittsburgh,60503.69
13759,2012-09-26,Pittsburgh,34085.3
13760,2012-09-26,Scott Township,0.0
13761,2012-09-26,Pittsburgh,121718.31
13762,2012-09-26,Forest Hills Boro,94718.8
13763,2012-09-26,Aleppo Township,118684.61
13764,2012-09-26,West View Boro,96197.38
13765,2012-09-27,Coraopolis Boro,70057.84
13766,2012-09-27,Hampton Township,70446.22
13767,2012-09-27,City of McKeesport,48407.16
13768,2012-09-27,Pittsburgh,70779.4
13769,2012-09-27,Pittsburgh,14888.24
13770,2012-09-27,City of Clairton,55118.36
13771,2012-09-27,Pitcairn Boro,85714.84
13772,2012-09-27,Bridgeville Boro,100454.42
13773,2012-09-27,Penn Hills Township,86483.02
13774,2012-09-27,Pittsburgh,59389.38
13775,2012-09-27,Upper St. Clair Twp.,207390.92
13776,2012-09-27,Pittsburgh,260484.94
13777,2012-09-27,Pittsburgh,129742.68
13778,2012-09-27,Monroeville Boro,101383.15
13779,2012-09-27,Pittsburgh,36927.8
13780,2012-09-27,Munhall Boro,47504.79
13781,2012-09-27,Shaler Township,183988.86
13782,2012-09-27,Pittsburgh,38351.32
13783,2012-09-27,N. Versailles Twp.,71268.61
13784,2012-09-27,Baldwin Boro,91530.83
13785,2012-09-27,Millvale Boro,71002.36
13786,2012-09-27,Bethel Park Boro,81523.16
13787,2012-09-27,Crafton Boro,74373.8
13788,2012-09-27,West Mifflin Boro,80661.56
13789,2012-09-27,Ross Township,140822.88
13790,2012-09-27,Pittsburgh,82336.85
13791,2012-09-28,Pittsburgh,124841.37
13792,2012-09-28,Bethel Park Boro,197322.16
13793,2012-09-28,Penn Hills Township,97640.36
13794,2012-09-28,Penn Hills Township,120296.96
13795,2012-09-28,Harrison Township,207373.32
13796,2012-09-28,Pittsburgh,60597.21
13797,2012-09-28,Pittsburgh,25812.62
13798,2012-09-28,Cheswick Boro,119139.67
13799,2012-09-28,Oakmont Boro,344963.74
13800,2012-09-28,Pittsburgh,65992.97
13801,2012-09-28,Moon Township,110697.54
13802,2012-09-28,Penn Hills Township,137161.65
13803,2012-09-28,Bridgeville Boro,100700.97
13804,2012-09-28,Pittsburgh,104143.19
13805,2012-09-28,Penn Hills Township,84845.05
13806,2012-09-28,Pittsburgh,105748.93
13807,2012-09-28,Pittsburgh,76184.24
13808,2012-09-28,West Mifflin Boro,16735.04
13809,2012-09-28,N. Versailles Twp.,84200.07
13810,2012-09-28,West Mifflin Boro,67645.96
13811,2012-09-28,Penn Hills Township,80480.53
13812,2012-09-28,Verona Boro,53755.97
13813,2012-09-28,Upper St. Clair Twp.,158890.43
13814,2012-09-28,Swissvale Boro,39716.66
13815,2012-09-28,City of McKeesport,43006.52
13816,2012-09-28,Fox Chapel Boro,431635.95
13817,2012-09-28,N. Versailles Twp.,62689.99
13818,2012-09-28,Penn Hills Township,104618.6
13819,2012-09-28,Shaler Township,95415.3
13820,2012-09-28,S. Fayette Township,129743.17
13821,2012-09-28,West Deer Township,104937.81
13822,2012-09-28,White Oak Boro,43073.3
13823,2012-09-28,Ben Avon Boro,78342.37
13824,2012-09-28,Turtle Creek Boro,59656.52
13825,2012-09-28,Baldwin Boro,78798.6
13826,2012-09-28,Pittsburgh,65686.85
13827,2012-09-28,Pittsburgh,67706.68
13828,2012-09-28,Pittsburgh,65686.85
13829,2012-09-28,Pittsburgh,40224.95
13830,2012-09-28,West Mifflin Boro,47003.92
13831,2012-10-01,Braddock Boro,67571.81
13832,2012-10-01,City of Clairton,46417.28
13833,2012-10-01,Pittsburgh,64875.45
13834,2012-10-01,Pittsburgh,7918.91
13835,2012-10-01,Pittsburgh,93616.92
13836,2012-10-01,Pittsburgh,68647.76
13837,2012-10-01,S. Fayette Township,80344.1
13838,2012-10-01,Pittsburgh,90674.99
13839,2012-10-01,Upper St. Clair Twp.,279125.75
13840,2012-10-01,Avalon Boro,159480.18
13841,2012-10-01,Pittsburgh,20185.76
13842,2012-10-01,Mt. Lebanon Township,159020.88
13843,2012-10-01,Penn Hills Township,0.0
13844,2012-10-01,Mt. Lebanon Township,57925.19
13845,2012-10-01,Pitcairn Boro,62161.98
13846,2012-10-01,Scott Township,109487.95
13847,2012-10-01,Bethel Park Boro,47452.52
13848,2012-10-01,Pittsburgh,146244.44
13849,2012-10-01,Avalon Boro,47533.05
13850,2012-10-01,Pittsburgh,91396.73
13851,2012-10-01,Brentwood Boro,79211.17
13852,2012-10-01,West Mifflin Boro,84494.12
13853,2012-10-01,Edgewood Boro,167563.16
13854,2012-10-02,Pittsburgh,67588.0
13855,2012-10-02,Millvale Boro,71173.34
13856,2012-10-02,Bethel Park Boro,369187.72
13857,2012-10-02,Pittsburgh,0.0
13858,2012-10-02,Wilkins Township,59910.84
13859,2012-10-03,Pittsburgh,33146.82
13860,2012-10-05,West Mifflin Boro,68093.46
13861,2012-10-10,City of Clairton,55585.31
13862,2012-10-10,Elizabeth Township,131445.67
13863,2012-10-12,Ingram Boro,74084.88
13864,2012-10-12,Pittsburgh,0.0
13865,2012-10-12,Pittsburgh,0.0
13866,2012-10-12,Munhall Boro,0.0
13867,2012-10-12,Swissvale Boro,0.0
13868,2012-10-12,Swissvale Boro,0.0
13869,2012-10-15,West View Boro,94286.01
13870,2012-10-16,Shaler Township,272923.96
13871,2012-10-16,Shaler Township,272923.96
13872,2012-10-16,Pittsburgh,0.0
13873,2012-10-16,Pittsburgh,0.0
13874,2012-10-16,Pittsburgh,180245.55
13875,2012-10-16,Pittsburgh,39866.47
13876,2012-10-16,Tarentum Boro,81199.17
13877,2012-10-17,Carnegie Boro,95295.35
13878,2012-10-18,West Mifflin Boro,162522.72
13879,2012-10-18,Penn Hills Township,92357.35
13880,2012-10-18,Tarentum Boro,45466.95
13881,2012-10-19,East Deer Township,24217.48
13882,2012-10-19,Harrison Township,108571.95
13883,2012-10-19,Braddock Hills Boro,13194.31
13884,2012-10-19,Upper St. Clair Twp.,129387.71
13885,2012-10-19,Shaler Township,146801.76
13886,2012-10-25,Pittsburgh,153116.09
13887,2012-10-25,Ross Township,136453.72
13888,2012-10-25,Carnegie Boro,97539.93
13889,2012-10-25,Chalfant Boro,0.0
13890,2012-10-25,S. Fayette Township,100772.85
13891,2012-10-26,City of McKeesport,42395.11
13892,2012-10-26,Penn Hills Township,52444.98
13893,2012-10-26,West Mifflin Boro,39389.63
13894,2012-10-27,Ross Township,203007.46
13895,2012-10-29,Pittsburgh,118827.99
