APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Latitude,Longitude
5064014006,01/09/2018,Single Family,1751 S CARMONA AVE,LOS ANGELES,CA,90019.0,10,"North American Savings Bank, F.S.B.",Cindy Combs,816-316-4511,Edward Zubia,Edward Zubia,3540   Wilshire BLVD 109 Los Angeles CA 90010,213-804-7437,"1751 S CARMONA AVE
LOS ANGELES, CA 90019
(34.042187, -118.360443)",34.042187,-118.360443
7410024001,01/19/2018,Single Family,25603 S PRESIDENT AVE,LOS ANGELES,CA,90710.0,15,Selene Finance,Customer Service,877-735-3637,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"25603 S PRESIDENT AVE
LOS ANGELES, CA 90710
(33.791342, -118.30427)",33.791342,-118.30427
5058020017,01/01/2018,Multi-Family,1877 W ADAMS BLVD,LOS ANGELES,CA,90018.0,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"1877 W ADAMS BLVD
LOS ANGELES, CA 90018
(34.032699, -118.305558)",34.032699,-118.305558
2176028001,01/08/2018,Single Family,4935 N BREWSTER DR,LOS ANGELES,CA,91356.0,3,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"4935 N BREWSTER DR
LOS ANGELES, CA 91356
(34.160842, -118.544049)",34.160842,-118.544049
2263007011,08/29/2018,Single Family,5123 N NOBLE AVE,LOS ANGELES,CA,91403.0,4,PHH - LOGS,Carol Anderson,661-702-4747,REMAX,Carol Anderson,27720   Dickason Dr  Valencia Ca 91355,661-406-7568,"5123 N NOBLE AVE
LOS ANGELES, CA 91403
(34.163757, -118.461803)",34.163757,-118.461803
2425017003,08/28/2018,Single Family,3208 N OAKLEY DR,LOS ANGELES,CA,90068.0,4,"MUFG Union Bank, N.A.",Souvanny Sipangna,858-457-6404,Safeguard Properties,Heidi Brodersen,445   S. Figueroa Street   Los Angeles CA 90071,858-457-6332,"3208 N OAKLEY DR
LOS ANGELES, CA 90068
(34.130287, -118.357845)",34.130287,-118.357845
5550002025,01/22/2018,Single Family,1728 N SIERRA BONITA AVE,HOLLYWOOD,CA,90046.0,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"1728 N SIERRA BONITA AVE
HOLLYWOOD, CA 90046
(34.102554, -118.353951)",34.102554,-118.353951
2243015007,08/02/2018,Single Family,5826 N LEMONA AVE,VAN NUYS,CA,91411.0,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"5826 N LEMONA AVE
VAN NUYS, CA 91411
(34.176576, -118.459623)",34.176576,-118.459623
5018016009,03/05/2018,Single Family,934 W 50TH ST,LOS ANGELES,CA,90037.0,9,CAMMT 2015-1,Hector Garcia,310-535-9293,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"934 W 50TH ST
LOS ANGELES, CA 90037
(33.997858, -118.290394)",33.997858,-118.290394
2321010087,08/07/2018,Single Family,6856 N VANTAGE AVE,LOS ANGELES,CA,91605.0,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"6856 N VANTAGE AVE
LOS ANGELES, CA 91605
(34.195665, -118.397632)",34.195665,-118.397632
2692024001,01/23/2018,Single Family,9611 N PASO ROBLES AVE,LOS ANGELES,CA,91325.0,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"9611 N PASO ROBLES AVE
LOS ANGELES, CA 91325
(34.244761, -118.503364)",34.244761,-118.503364
7455021039,08/08/2018,Multi-Family,285 W 6TH ST A-B,SAN PEDRO,CA,90731.0,15,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"285 W 6TH ST A-B
SAN PEDRO, CA 90731
(33.738743, -118.28316)",33.738743,-118.28316
5029022016,01/05/2018,Single Family,4247 S CLOVERDALE AVE,LOS ANGELES,CA,90008.0,10,Us Bank National Association,Diana Alon,818-770-3663,"Edgestone Real Estate, Inc.",Sebastian stofenmacher,4344   fountain AVE G Los Angeles CA 90029,818-464-5113,"4247 S CLOVERDALE AVE
LOS ANGELES, CA 90008
(34.009894, -118.366146)",34.009894,-118.366146
2156020129,01/09/2018,Single Family,18723 W HATTERAS ST,LOS ANGELES,CA,91356.0,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"18723 W HATTERAS ST
LOS ANGELES, CA 91356
(34.177128, -118.541255)",34.177128,-118.541255
5478029007,01/09/2018,Single Family,5616 E BALTIMORE ST,LOS ANGELES,CA,90042.0,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"5616 E BALTIMORE ST
LOS ANGELES, CA 90042
(34.117292, -118.196533)",34.117292,-118.196533
2227003051,01/04/2018,Single Family,7231 N BALBOA BLVD,LOS ANGELES,CA,91406.0,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"7231 N BALBOA BLVD
LOS ANGELES, CA 91406
(34.201778, -118.50113)",34.201778,-118.50113
2317007046,01/23/2018,Single Family,7723 N SIMPSON AVE,LOS ANGELES,CA,91605.0,6,"Metro California, LLC",Robert Keilch,949-644-6000,"Metro California, LLC",Robert Keilch,227   20th ST  Newport Beach CA 92663,949-644-6000,"7723 N SIMPSON AVE
LOS ANGELES, CA 91605
(34.211084, -118.388952)",34.211084,-118.388952
6018031002,01/03/2018,Single Family,7806 S HOBART BLVD,LOS ANGELES,CA,90047.0,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"7806 S HOBART BLVD
LOS ANGELES, CA 90047
(33.96883, -118.307867)",33.96883,-118.307867
2038020040,01/11/2018,Single Family,6741 N VICKY AVE,LOS ANGELES,CA,91307.0,12,Arvest Central Mortgage Company,Gerald Brown,877-339-8202,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"6741 N VICKY AVE
LOS ANGELES, CA 91307
(34.193035, -118.621203)",34.193035,-118.621203
5018036018,01/02/2018,Multi-Family,427 W 49TH ST,LOS ANGELES,CA,90037.0,9,"Center Street Lending Fund IV SPE, LLC, a Delaware Limited Liability Company",Kristina Guillen,949-430-0757,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"427 W 49TH ST
LOS ANGELES, CA 90037
(33.998308, -118.28148)",33.998308,-118.28148
5136020006,01/02/2018,Multi-Family,1841 1/2 W 11TH PL,LOS ANGELES,CA,90006.0,1,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1841 1/2 W 11TH PL
LOS ANGELES, CA 90006
(34.048561, -118.279061)",34.048561,-118.279061
6083015027,01/04/2018,Multi-Family,349 E 118TH ST,LOS ANGELES,CA,90061.0,15,Cenlar FSB,ATHENA SANTOS,720-945-5431,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"349 E 118TH ST
LOS ANGELES, CA 90061
(33.926462, -118.267747)",33.926462,-118.267747
5053003031,05/25/2018,Multi-Family,2012 W 28TH ST,LOS ANGELES,CA,90018.0,10,Shellpoint Mortgage,Eric Moore,877-338-3791,"A2Z HOMES, INC.",Travis Azevedo,8   Portalon CT  Ladera Ranch CA 92694,949-734-9606,"2012 W 28TH ST
LOS ANGELES, CA 90018
(34.029941, -118.309478)",34.029941,-118.309478
7416023018,01/12/2018,Single Family,931 N NEPTUNE AVE,LOS ANGELES,CA,90744.0,15,Selene Finance,Customer Service,877-735-3637,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"931 N NEPTUNE AVE
LOS ANGELES, CA 90744
(33.781971, -118.2689)",33.781971,-118.2689
5006024015,09/14/2018,Single Family,5345 S 6TH AVE,LOS ANGELES,CA,90043.0,8,Provident Funding,Derrek Chiddix,800-696-8199,National Field Representatives,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,"5345 S 6TH AVE
LOS ANGELES, CA 90043
(33.99367, -118.323614)",33.99367,-118.323614
4005019009,03/17/2018,Single Family,5934 S 5TH AVE,LOS ANGELES,CA,90043.0,8,"Vanderbilt Mortgage and Finance, Inc.",Brittany Neff,865-380-3000,Empress Mortgage Services,Elizabeth Trujillo,11030   Arrow RE 102 Rancho Cucamonga CA 91730,909-481-1100,"5934 S 5TH AVE
LOS ANGELES, CA 90043
(33.986271, -118.322536)",33.986271,-118.322536
2572029019,05/30/2018,Single Family,9442 N CREEMORE DR,LOS ANGELES,CA,91042.0,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"9442 N CREEMORE DR
LOS ANGELES, CA 91042
(34.239744, -118.271403)",34.239744,-118.271403
2417005017,01/10/2018,Multi-Family,5260 N AUCKLAND AVE,NORTH HOLLYWOOD,CA,91601.0,4,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"5260 N AUCKLAND AVE
NORTH HOLLYWOOD, CA 91601
(34.166663, -118.360468)",34.166663,-118.360468
5001014026,01/15/2018,Multi-Family,821 1/2 W 58TH ST,LOS ANGELES,CA,90037.0,9,"SETERUS, INC",SETERUS INC,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"821 1/2 W 58TH ST
LOS ANGELES, CA 90037
(33.989702, -118.287897)",33.989702,-118.287897
5015006011,01/02/2018,Single Family,1852 W 49TH ST,LOS ANGELES,CA,90062.0,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"1852 W 49TH ST
LOS ANGELES, CA 90062
(33.999012, -118.313164)",33.999012,-118.313164
4008015014,09/07/2018,Single Family,6706 S 4TH AVE,LOS ANGELES,CA,90043.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"6706 S 4TH AVE
LOS ANGELES, CA 90043
(33.977941, -118.321626)",33.977941,-118.321626
6018007012,07/09/2018,Single Family,7306 S HALLDALE AVE,LOS ANGELES,CA,90047.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"7306 S HALLDALE AVE
LOS ANGELES, CA 90047
(33.973455, -118.302435)",33.973455,-118.302435
2039016002,01/12/2018,Single Family,6023 N FALLBROOK AVE,LOS ANGELES,CA,91367.0,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"6023 N FALLBROOK AVE
LOS ANGELES, CA 91367
(34.179844, -118.623345)",34.179844,-118.623345
2570009014,08/02/2018,Single Family,6551 W ELMO ST,LOS ANGELES,CA,91042.0,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,"6551 W ELMO ST
LOS ANGELES, CA 91042
(34.250506, -118.275202)",34.250506,-118.275202
2301012051,07/25/2018,Single Family,7910 N VENTURA CANYON AVE,LOS ANGELES,CA,91402.0,6,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"7910 N VENTURA CANYON AVE
LOS ANGELES, CA 91402
(34.214456, -118.428716)",34.214456,-118.428716
2163018005,08/09/2018,Single Family,5529 N VANALDEN AVE,LOS ANGELES,CA,91356.0,3,Rediger Investment Mortgage Fund,Daren Rediger,818-842-2312,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100,"5529 N VANALDEN AVE
LOS ANGELES, CA 91356
(34.171646, -118.550071)",34.171646,-118.550071
6006022005,01/29/2018,Single Family,6207 S AVALON BLVD,LOS ANGELES,CA,90003.0,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"6207 S AVALON BLVD
LOS ANGELES, CA 90003
(33.983073, -118.265176)",33.983073,-118.265176
2178021011,01/01/2018,Single Family,4371 N VANALDEN AVE,LOS ANGELES,CA,91356.0,3,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"4371 N VANALDEN AVE
LOS ANGELES, CA 91356
(34.149421, -118.555243)",34.149421,-118.555243
5022009029,01/31/2018,Single Family,2010 W 43RD PL,LOS ANGELES,CA,90062.0,8,Rediger Investment Mortgage Fund,Daren Rediger,818-842-2312,Rediger Investment Corp.,Daren Rediger,500  E Olive AVE  Burbank CA 91501,818-842-2312,"2010 W 43RD PL
LOS ANGELES, CA 90062
(34.004595, -118.315924)",34.004595,-118.315924
6067002028,01/19/2018,Single Family,1941 E 115TH ST,LOS ANGELES,CA,90059.0,15,ClearSpringLS,Clear Springs,813-387-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"1941 E 115TH ST
LOS ANGELES, CA 90059
(33.930523, -118.237534)",33.930523,-118.237534
2175024012,01/05/2018,Single Family,4901 N WINNETKA AVE,LOS ANGELES,CA,91364.0,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"4901 N WINNETKA AVE
LOS ANGELES, CA 91364
(34.16015, -118.569808)",34.16015,-118.569808
4114035026,01/31/2018,Single Family,7360 W COASTAL VIEW DR,LOS ANGELES,CA,90045.0,11,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"7360 W COASTAL VIEW DR
LOS ANGELES, CA 90045
(33.964126, -118.424405)",33.964126,-118.424405
6029008030,05/04/2018,Multi-Family,612 E 80TH ST,LOS ANGELES,CA,90001.0,9,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"612 E 80TH ST
LOS ANGELES, CA 90001
(33.966474, -118.264516)",33.966474,-118.264516
2113025007,01/12/2018,Single Family,7420 N GAZETTE AVE,LOS ANGELES,CA,91306.0,3,Trinity c/o Ocwen Loan Servicing LLC,Judy Credit,800-746-2936,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806,"7420 N GAZETTE AVE
LOS ANGELES, CA 91306
(34.205302, -118.58723)",34.205302,-118.58723
6035022021,01/02/2018,Single Family,2033 W 84TH PL,LOS ANGELES,CA,90047.0,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"2033 W 84TH PL
LOS ANGELES, CA 90047
(33.961799, -118.314553)",33.961799,-118.314553
5582015010,01/04/2018,Single Family,2755 N BELDEN DR,LOS ANGELES,CA,90068.0,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"2755 N BELDEN DR
LOS ANGELES, CA 90068
(34.120105, -118.323206)",34.120105,-118.323206
6017005015,01/16/2018,Multi-Family,2147 W 74TH ST,LOS ANGELES,CA,90047.0,8,Provident Funding Associates L.P.,Zach Harbuck,800-696-8199,National Field Representatives,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,"2147 W 74TH ST
LOS ANGELES, CA 90047
(33.972777, -118.317221)",33.972777,-118.317221
6050014025,01/04/2018,Single Family,822 E 95TH ST,LOS ANGELES,CA,90002.0,8,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,"822 E 95TH ST
LOS ANGELES, CA 90002
(33.950248, -118.259968)",33.950248,-118.259968
5089011041,01/12/2018,Single Family,750 S SPAULDING,LOS ANGELES,CA,90036.0,4,Trojan Capital c/o Ocwen Loan Servicing LLC,Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"750 S SPAULDING
LOS ANGELES, CA 90036
(34.061611, -118.357994)",34.061611,-118.357994
5525026031,08/06/2018,Single Family,7220 W ROSEWOOD AVE,LOS ANGELES,CA,90036.0,5,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7220 W ROSEWOOD AVE
LOS ANGELES, CA 90036
(34.080254, -118.347062)",34.080254,-118.347062
4318024015,08/07/2018,Single Family,2994 S HADDINGTON DR,LOS ANGELES,CA,90064.0,5,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"2994 S HADDINGTON DR
LOS ANGELES, CA 90064
(34.035873, -118.411731)",34.035873,-118.411731
2156027170,06/22/2018,Single Family,18555 W COLLINS ST,TARZANA,CA,91356.0,3,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"18555 W COLLINS ST
TARZANA, CA 91356
(34.174516, -118.537284)",34.174516,-118.537284
2366012023,06/28/2018,Single Family,4307 N BAKMAN AVE,LOS ANGELES,CA,91602.0,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"4307 N BAKMAN AVE
LOS ANGELES, CA 91602
(34.147988, -118.377898)",34.147988,-118.377898
2103004018,01/16/2018,Single Family,8202 N RHEA AVE,LOS ANGELES,CA,91335.0,12,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"8202 N RHEA AVE
LOS ANGELES, CA 91335
(34.219522, -118.541529)",34.219522,-118.541529
5486006013,04/06/2018,Single Family,6041 E DELPHI ST,LOS ANGELES,CA,90042.0,14,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,"M&M MORTGAGE SERVICES, INC.",Frances Guerra,2031  E Cerritos AVE  Anaheim CA 92806,786-871-0818,"6041 E DELPHI ST
LOS ANGELES, CA 90042
(34.12386, -118.188699)",34.12386,-118.188699
2763033034,01/05/2018,Single Family,9647 N AMIGO AVE,LOS ANGELES,CA,91324.0,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"9647 N AMIGO AVE
LOS ANGELES, CA 91324
(34.24601, -118.537807)",34.24601,-118.537807
2171007016,01/02/2018,Single Family,21635 W ARCOS DR,LOS ANGELES,CA,91364.0,3,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"21635 W ARCOS DR
LOS ANGELES, CA 91364
(34.155039, -118.600802)",34.155039,-118.600802
5113034027,01/09/2018,Multi-Family,4225 S SAN PEDRO PL,LOS ANGELES,CA,90011.0,9,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"4225 S SAN PEDRO PL
LOS ANGELES, CA 90011
(34.006623, -118.270839)",34.006623,-118.270839
2340025025,05/25/2018,Single Family,5612 N BELLINGHAM AVE,LOS ANGELES,CA,91607.0,2,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"5612 N BELLINGHAM AVE
LOS ANGELES, CA 91607
(34.172652, -118.398693)",34.172652,-118.398693
2171014088,01/03/2018,Single Family,4991 N MEDINA DR,LOS ANGELES,CA,91364.0,3,Capital One,Linda Coy,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"4991 N MEDINA DR
LOS ANGELES, CA 91364
(34.158853, -118.602153)",34.158853,-118.602153
2360007048,02/15/2018,Single Family,4374 N VENTURA CANYON AVE,LOS ANGELES,CA,91423.0,4,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"4374 N VENTURA CANYON AVE
LOS ANGELES, CA 91423
(34.149556, -118.4296)",34.149556,-118.4296
2146007065,06/01/2018,Single Family,21620 W BURBANK BLVD,LOS ANGELES,CA,91367.0,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"21620 W BURBANK BLVD
LOS ANGELES, CA 91367
(34.173289, -118.600982)",34.173289,-118.600982
7470017014,08/22/2018,Single Family,3127 S BARBARA ST,SAN PEDRO,CA,90731.0,15,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"3127 S BARBARA ST
SAN PEDRO, CA 90731
(33.718057, -118.302561)",33.718057,-118.302561
5006019001,08/07/2018,Multi-Family,2915 W 54TH ST,LOS ANGELES,CA,90043.0,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"2915 W 54TH ST
LOS ANGELES, CA 90043
(33.993173, -118.32497)",33.993173,-118.32497
2034019056,01/05/2018,Single Family,6557 N CLEOMOORE AVE,LOS ANGELES,CA,91307.0,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"6557 N CLEOMOORE AVE
LOS ANGELES, CA 91307
(34.189675, -118.651164)",34.189675,-118.651164
5027010006,01/25/2018,Single Family,4747 W DON ZAREMBO DR,LOS ANGELES,CA,90008.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"4747 W DON ZAREMBO DR
LOS ANGELES, CA 90008
(34.002272, -118.357163)",34.002272,-118.357163
6054003028,01/03/2018,Multi-Family,9715 S HOOVER ST,LOS ANGELES,CA,90044.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589,"9715 S HOOVER ST
LOS ANGELES, CA 90044
(33.947315, -118.286944)",33.947315,-118.286944
2028034011,02/13/2018,Single Family,24201 W HIGHLANDER ROAD,LOS ANGELES,CA,91307.0,12,JP Morgan Chase NA,Amy Lott,888-310-1506,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"24201 W HIGHLANDER ROAD
LOS ANGELES, CA 91307
(34.196449, -118.652007)",34.196449,-118.652007
2378025032,03/29/2018,Vacant Residential,3801 N BERRY DR,LOS ANGELES,CA,91604.0,2,"Kodiak Capital Management, LLC",Andrey Kalashnikov,323-527-5137,,,,,"3801 N BERRY DR
LOS ANGELES, CA 91604
(34.137798, -118.379637)",34.137798,-118.379637
4405037002,01/08/2018,Single Family,247 S CARMELINA AVE,LOS ANGELES,CA,90049.0,11,Nationstar Mortgage LLC,Code Compliance,888-480-2432,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"247 S CARMELINA AVE
LOS ANGELES, CA 90049
(34.053936, -118.479729)",34.053936,-118.479729
5592022021,01/03/2018,Single Family,3410 N LOWRY ROAD,LOS ANGELES,CA,90027.0,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"3410 N LOWRY ROAD
LOS ANGELES, CA 90027
(34.114876, -118.278785)",34.114876,-118.278785
2779022108,01/15/2018,Single Family,8601 N INTERNATIONAL AVE,CANOGA PARK,CA,93063.0,3,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"8601 N INTERNATIONAL AVE
CANOGA PARK, CA 93063
(34.226995, -118.599448)",34.226995,-118.599448
2106017013,01/05/2018,Single Family,8132 N OAKDALE AVE,LOS ANGELES,CA,91306.0,3,Selene Finance LP,Grace Wesson,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"8132 N OAKDALE AVE
LOS ANGELES, CA 91306
(34.217662, -118.566662)",34.217662,-118.566662
2761015010,01/01/2018,Single Family,9800 N PENFIELD AVE,LOS ANGELES,CA,91311.0,12,"US BANK NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"9800 N PENFIELD AVE
LOS ANGELES, CA 91311
(34.247992, -118.569576)",34.247992,-118.569576
6017008011,09/21/2018,Single Family,1842 W 73RD ST,LOS ANGELES,CA,90047.0,8,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,"1842 W 73RD ST
LOS ANGELES, CA 90047
(33.973666, -118.310506)",33.973666,-118.310506
